"match_date_weekday_id","match_date_day","match_date_month_id","match_date_year","home_team_name_id","away_team_name_id","home_team_goal","away_team_goal"
3,"21",10,"2016",8,20,"0","0"
6,"26",9,"2015",5,13,"4","1"
1,"27",4,"2018",2,21,"0","0"
2,"3",6,"2016",16,19,"3","0"
3,"1",8,"2017",20,15,"2","0"
3,"30",4,"2018",14,12,"1","0"
3,"28",6,"2016",18,2,"3","2"
3,"14",1,"2018",4,8,"0","0"
4,"15",2,"2017",5,16,"2","1"
3,"16",4,"2018",1,20,"3","2"
3,"19",7,"2017",2,11,"2","2"
3,"17",1,"2016",13,2,"4","0"
3,"18",5,"2018",3,18,"2","1"
4,"9",2,"2016",13,20,"2","2"
3,"20",9,"2015",5,2,"1","0"
7,"29",4,"2015",6,5,"1","2"
6,"29",9,"2018",9,1,"2","0"
3,"6",5,"2016",2,7,"1","2"
6,"13",2,"2017",11,6,"1","0"
1,"14",4,"2017",7,18,"0","0"
3,"31",4,"2017",3,11,"2","1"
3,"4",6,"2018",15,10,"3","1"
6,"7",3,"2018",6,24,"1","2"
6,"2",3,"2016",20,6,"4","0"
4,"23",1,"2017",4,26,"2","0"
6,"20",8,"2018",22,15,"0","1"
3,"1",7,"2015",6,10,"2","0"
1,"2",6,"2017",10,13,"0","4"
6,"3",7,"2018",3,16,"1","2"
6,"24",8,"2015",10,4,"2","1"
6,"26",9,"2015",8,20,"2","5"
6,"7",2,"2016",3,18,"1","1"
3,"13",10,"2017",15,13,"0","2"
3,"21",1,"2018",13,22,"3","1"
6,"19",9,"2015",17,11,"0","0"
7,"3",1,"2017",23,7,"2","2"
4,"30",3,"2018",16,20,"2","1"
7,"3",1,"2017",18,26,"3","1"
3,"11",5,"2018",20,6,"3","0"
2,"14",4,"2016",11,20,"2","1"
6,"1",3,"2017",4,2,"1","2"
3,"16",4,"2018",9,3,"2","0"
6,"15",10,"2015",6,18,"0","0"
3,"4",8,"2015",11,7,"1","1"
3,"3",1,"2016",16,17,"2","1"
4,"8",8,"2018",7,13,"0","0"
6,"17",8,"2015",2,10,"1","3"
1,"14",1,"2016",1,6,"2","0"
3,"21",2,"2017",16,2,"2","0"
3,"6",5,"2016",6,8,"0","1"
6,"22",9,"2018",8,12,"3","1"
6,"29",3,"2017",1,26,"0","0"
3,"5",6,"2017",1,10,"1","3"
3,"22",8,"2017",11,20,"2","5"
3,"5",5,"2017",6,1,"3","4"
6,"1",3,"2017",24,5,"0","2"
1,"21",3,"2016",16,2,"2","0"
7,"3",1,"2017",13,24,"2","1"
3,"20",4,"2015",11,8,"2","3"
6,"22",10,"2015",23,17,"1","1"
3,"13",2,"2018",2,18,"2","0"
4,"21",5,"2016",5,3,"3","0"
6,"10",9,"2016",10,6,"2","4"
3,"26",7,"2017",22,6,"0","3"
7,"29",4,"2015",18,22,"1","0"
3,"25",6,"2018",16,4,"2","1"
6,"28",3,"2018",24,15,"0","0"
2,"29",7,"2017",15,2,"0","0"
3,"16",9,"2018",9,24,"1","0"
3,"5",6,"2017",11,3,"6","3"
7,"29",4,"2015",10,1,"2","1"
4,"7",2,"2018",4,7,"1","0"
6,"9",3,"2016",6,11,"1","1"
3,"2",3,"2017",17,25,"0","0"
3,"9",10,"2015",4,17,"2","2"
3,"17",1,"2016",3,27,"3","0"
7,"2",1,"2018",11,16,"0","2"
3,"16",8,"2016",25,6,"0","1"
4,"5",7,"2018",4,2,"3","1"
7,"24",7,"2015",2,23,"0","1"
2,"3",1,"2018",1,2,"1","2"
2,"13",4,"2017",2,6,"2","1"
3,"9",3,"2017",23,16,"0","3"
6,"20",10,"2016",5,2,"1","0"
6,"19",10,"2017",8,15,"2","0"
3,"8",3,"2018",20,1,"3","2"
3,"10",9,"2017",19,16,"2","2"
3,"7",6,"2016",17,2,"1","1"
3,"3",4,"2017",11,12,"2","0"
2,"30",1,"2019",12,11,"0","1"
3,"14",6,"2016",11,18,"0","1"
4,"28",10,"2017",7,20,"4","0"
7,"1",2,"2018",5,6,"2","0"
3,"13",1,"2019",15,7,"0","1"
5,"29",4,"2017",2,20,"2","3"
3,"6",5,"2016",1,23,"1","1"
1,"6",3,"2017",4,13,"2","1"
6,"10",7,"2018",21,15,"2","1"
3,"9",4,"2018",10,2,"3","2"
1,"5",1,"2017",5,4,"2","0"
3,"5",7,"2017",1,24,"0","1"
3,"31",4,"2017",12,24,"0","0"
2,"3",6,"2016",23,13,"0","1"
4,"27",10,"2018",14,24,"4","2"
3,"23",4,"2018",22,14,"0","0"
1,"31",1,"2019",7,8,"1","1"
3,"23",4,"2018",12,1,"1","3"
6,"1",8,"2016",10,25,"1","1"
6,"22",9,"2018",7,1,"3","0"
6,"30",9,"2017",16,2,"4","0"
6,"18",10,"2018",8,9,"2","0"
6,"23",3,"2016",3,4,"1","4"
7,"16",1,"2018",16,19,"3","0"
4,"1",1,"2018",18,20,"1","1"
2,"2",5,"2016",28,11,"1","3"
3,"7",8,"2018",1,4,"0","3"
3,"18",9,"2016",11,25,"3","1"
3,"13",5,"2016",19,1,"1","2"
3,"12",6,"2017",16,6,"2","0"
1,"6",4,"2018",9,4,"2","1"
1,"3",1,"2019",9,2,"0","2"
3,"15",2,"2016",17,13,"1","1"
6,"20",1,"2018",15,4,"0","4"
6,"29",8,"2016",6,26,"1","0"
6,"12",9,"2015",11,4,"3","1"
3,"16",10,"2015",2,20,"1","2"
4,"31",4,"2018",16,3,"4","1"
6,"19",9,"2015",4,20,"2","0"
2,"5",4,"2018",6,13,"1","2"
6,"10",9,"2016",19,5,"0","4"
7,"15",4,"2015",8,4,"2","1"
3,"15",2,"2016",11,27,"3","0"
6,"21",8,"2017",12,16,"2","1"
3,"31",4,"2017",22,15,"0","0"
3,"1",8,"2017",4,13,"0","1"
6,"1",9,"2018",11,12,"1","1"
6,"22",4,"2018",20,24,"3","1"
3,"15",3,"2018",7,3,"3","0"
6,"9",3,"2016",28,3,"1","2"
3,"16",4,"2018",12,22,"0","1"
6,"15",9,"2018",22,20,"1","2"
6,"31",8,"2015",4,7,"1","3"
6,"8",3,"2017",25,24,"0","0"
4,"13",10,"2018",20,13,"0","2"
1,"10",2,"2018",13,15,"3","1"
6,"12",10,"2017",1,17,"0","0"
6,"25",10,"2018",12,21,"0","0"
3,"11",4,"2016",26,2,"3","3"
7,"8",4,"2015",11,2,"1","1"
3,"14",6,"2016",27,10,"2","2"
6,"9",9,"2017",15,18,"3","1"
6,"28",8,"2017",2,10,"2","2"
3,"13",2,"2018",16,6,"1","0"
3,"1",2,"2016",16,8,"1","1"
6,"27",10,"2016",8,17,"2","1"
3,"20",7,"2016",5,10,"3","2"
3,"25",7,"2018",15,8,"1","1"
6,"1",9,"2018",4,3,"2","0"
7,"29",4,"2015",27,28,"2","0"
7,"16",2,"2017",4,6,"4","3"
6,"21",8,"2017",10,15,"0","3"
3,"15",1,"2017",8,4,"0","3"
6,"17",8,"2015",4,28,"2","0"
3,"30",9,"2018",4,7,"1","1"
6,"31",5,"2018",15,8,"0","2"
2,"3",1,"2018",13,6,"3","1"
6,"17",9,"2016",13,3,"4","0"
6,"15",9,"2018",5,7,"1","2"
3,"4",4,"2016",23,8,"2","1"
2,"5",3,"2017",24,19,"1","0"
6,"6",8,"2018",6,3,"0","4"
6,"12",10,"2017",4,24,"2","3"
6,"30",9,"2017",10,17,"1","0"
4,"16",8,"2017",1,22,"2","2"
1,"31",1,"2019",5,6,"2","1"
4,"14",1,"2019",5,16,"0","1"
4,"18",1,"2016",19,20,"0","0"
3,"26",7,"2017",24,20,"0","1"
3,"7",6,"2016",1,10,"1","0"
3,"14",1,"2018",2,24,"1","0"
3,"22",1,"2017",18,23,"2","0"
1,"6",4,"2018",16,20,"2","2"
3,"30",4,"2018",1,13,"1","3"
6,"24",8,"2015",28,17,"1","2"
3,"4",6,"2018",2,22,"1","1"
6,"30",3,"2016",11,3,"2","1"
3,"15",1,"2017",10,2,"3","0"
4,"31",8,"2016",1,4,"0","2"
1,"30",7,"2017",11,10,"4","0"
6,"27",10,"2016",4,24,"3","0"
3,"2",4,"2018",1,16,"2","2"
3,"28",6,"2016",5,17,"2","1"
1,"30",7,"2017",4,17,"1","0"
7,"27",4,"2016",16,23,"3","1"
6,"21",1,"2017",7,17,"2","3"
7,"26",4,"2017",5,1,"5","2"
3,"24",1,"2016",11,17,"1","2"
6,"31",5,"2018",6,3,"2","2"
6,"10",9,"2016",25,2,"1","2"
2,"31",1,"2018",10,2,"1","1"
6,"2",3,"2016",23,18,"0","0"
6,"12",10,"2017",2,12,"0","3"
3,"14",1,"2018",22,17,"1","1"
4,"3",8,"2016",24,20,"0","1"
4,"11",9,"2017",17,22,"0","1"
6,"29",8,"2016",25,3,"2","0"
3,"7",6,"2016",3,20,"0","2"
7,"22",7,"2016",18,24,"4","0"
3,"10",4,"2017",17,18,"1","0"
7,"29",4,"2015",16,4,"0","0"
6,"17",8,"2015",18,23,"1","0"
3,"3",1,"2016",23,28,"3","1"
6,"21",8,"2017",19,3,"1","2"
2,"27",4,"2017",4,15,"2","0"
3,"24",1,"2016",18,28,"0","0"
3,"31",4,"2017",6,17,"1","2"
3,"6",4,"2015",20,23,"3","1"
3,"21",1,"2018",10,3,"1","1"
6,"19",9,"2015",19,8,"2","2"
3,"1",1,"2017",7,13,"1","0"
6,"28",8,"2017",16,5,"1","0"
3,"25",9,"2016",20,4,"3","0"
3,"15",1,"2017",26,3,"3","1"
2,"4",1,"2017",19,6,"2","0"
6,"17",9,"2016",26,20,"1","4"
3,"19",7,"2017",7,1,"3","0"
4,"10",10,"2015",19,7,"0","1"
6,"3",8,"2015",3,6,"1","1"
3,"8",7,"2015",10,11,"1","1"
3,"1",7,"2015",22,19,"0","0"
6,"14",3,"2018",1,4,"2","3"
3,"14",1,"2018",5,11,"4","0"
2,"9",2,"2018",17,1,"0","1"
7,"6",7,"2018",12,14,"1","0"
3,"15",3,"2018",5,13,"1","3"
6,"24",8,"2015",27,18,"0","1"
1,"15",4,"2016",2,16,"1","2"
6,"26",10,"2017",2,17,"0","2"
4,"2",2,"2016",1,13,"4","2"
2,"13",1,"2016",28,2,"1","0"
7,"23",1,"2018",17,7,"1","0"
3,"26",7,"2017",7,4,"1","1"
4,"9",2,"2016",7,6,"2","0"
1,"19",3,"2018",3,16,"0","2"
6,"13",10,"2016",24,17,"0","1"
6,"15",3,"2017",5,3,"4","0"
3,"27",4,"2015",13,23,"4","1"
6,"29",9,"2018",22,8,"0","2"
6,"29",9,"2018",10,16,"3","1"
4,"3",3,"2017",20,13,"2","2"
3,"4",6,"2018",3,19,"2","1"
6,"14",8,"2017",13,19,"7","2"
3,"7",6,"2016",7,23,"2","2"
6,"2",4,"2017",4,22,"3","1"
2,"18",3,"2018",15,5,"1","1"
1,"18",2,"2017",1,16,"0","0"
3,"4",4,"2016",19,24,"2","0"
4,"4",4,"2017",13,10,"2","1"
3,"12",5,"2017",3,10,"3","2"
6,"19",9,"2015",3,23,"2","0"
3,"15",1,"2017",11,13,"4","0"
3,"23",9,"2018",15,5,"1","2"
3,"9",4,"2018",4,13,"2","0"
3,"25",6,"2018",24,1,"1","1"
6,"1",3,"2017",8,19,"2","0"
3,"25",8,"2015",23,22,"3","0"
6,"12",9,"2015",2,13,"0","1"
3,"24",1,"2016",8,19,"3","0"
6,"1",9,"2018",10,9,"0","1"
6,"23",4,"2017",11,4,"0","0"
6,"29",9,"2018",13,15,"2","0"
3,"6",7,"2016",10,19,"1","1"
3,"3",1,"2016",18,19,"2","1"
6,"28",8,"2017",18,13,"2","3"
6,"24",9,"2016",16,8,"4","1"
3,"27",10,"2017",18,19,"1","1"
7,"18",10,"2015",7,3,"1","0"
6,"29",8,"2016",18,13,"0","4"
3,"9",4,"2018",20,12,"1","0"
6,"10",9,"2016",16,13,"1","2"
2,"13",4,"2017",12,4,"1","3"
3,"5",6,"2017",5,25,"1","0"
6,"6",2,"2017",24,18,"2","2"
3,"6",5,"2016",11,10,"2","3"
6,"16",9,"2017",2,1,"0","1"
3,"3",4,"2017",6,5,"1","1"
6,"16",1,"2016",5,23,"4","1"
3,"22",3,"2018",19,24,"1","1"
3,"29",7,"2015",8,16,"1","1"
6,"29",3,"2017",19,10,"0","0"
7,"15",9,"2015",10,22,"2","0"
3,"27",4,"2015",17,18,"1","0"
3,"28",8,"2018",24,4,"0","4"
3,"4",6,"2018",16,12,"2","0"
1,"10",2,"2018",4,12,"1","1"
6,"25",10,"2018",9,13,"1","1"
1,"3",5,"2016",20,17,"1","2"
3,"8",3,"2018",13,16,"2","3"
1,"14",4,"2017",17,13,"0","4"
6,"19",10,"2017",7,2,"1","0"
4,"30",8,"2017",8,11,"2","0"
3,"13",10,"2017",22,5,"0","2"
6,"26",10,"2017",3,13,"1","2"
1,"1",6,"2018",19,6,"0","0"
7,"11",3,"2017",2,20,"3","0"
6,"29",10,"2015",7,10,"0","3"
6,"13",10,"2016",1,6,"1","1"
3,"26",6,"2017",4,17,"3","1"
4,"22",1,"2018",1,5,"1","1"
3,"8",2,"2016",8,11,"3","1"
3,"27",7,"2016",20,3,"3","1"
7,"19",3,"2016",19,5,"0","4"
1,"3",1,"2019",10,15,"2","2"
3,"19",5,"2017",11,26,"4","0"
1,"3",1,"2019",22,16,"0","2"
3,"27",4,"2015",28,10,"1","1"
1,"6",3,"2017",20,10,"3","0"
2,"5",3,"2017",6,18,"2","0"
3,"9",4,"2018",24,15,"1","0"
3,"26",6,"2017",5,19,"4","0"
6,"2",1,"2016",10,7,"2","0"
3,"22",1,"2017",1,8,"3","0"
3,"5",7,"2017",13,20,"3","1"
1,"27",4,"2018",15,20,"1","1"
6,"6",8,"2018",2,9,"0","1"
3,"17",3,"2016",8,10,"2","2"
1,"27",3,"2017",20,8,"1","0"
3,"27",7,"2016",7,23,"2","0"
3,"29",7,"2015",10,18,"1","1"
4,"22",8,"2018",11,2,"2","0"
6,"29",10,"2015",19,18,"0","1"
3,"13",2,"2018",12,20,"0","1"
3,"5",6,"2017",13,17,"2","1"
3,"28",6,"2016",1,4,"1","2"
3,"14",6,"2016",20,8,"2","1"
