"match_date_weekday_id","match_date_day","match_date_month_id","match_date_year","home_team_name_id","away_team_name_id","home_position","home_won","home_drawn","home_lost","home_avg_goal","home_avg_conceded","home_change_created","home_clean_sheet","away_avg_conceded","away_avg_goal","away_change_created","away_clean_sheet","away_drawn","away_lost","away_position","away_won","season","home_team_goal","away_team_goal"
6,"26",12,"2009",10,36,"17","8","11","19","1.24","1.74","","8","1.74","0.89","","7","7","24","20","7","200910","2","0"
7,"13",12,"2009",24,14,"18","8","6","24","1.11","2.16","","3","1.21","1.03","","12","10","16","12","12","200910","1","1"
6,"26",12,"2009",14,5,"12","12","10","16","1.03","1.21","","12","1.08","1.76","","13","7","10","4","21","200910","0","0"
2,"29",12,"2009",9,13,"15","9","11","18","0.84","1.47","","8","1.18","1.92","","11","13","7","5","18","200910","0","3"
7,"27",12,"2009",7,9,"7","18","9","11","1.61","0.92","","17","1.47","0.84","","8","11","18","15","9","200910","2","0"
1,"28",12,"2009",5,10,"4","21","7","10","1.76","1.08","","13","1.74","1.24","","8","11","19","17","8","200910","2","0"
4,"17",12,"2009",4,36,"1","27","5","6","2.71","0.84","","18","1.74","0.89","","7","7","24","20","7","200910","2","1"
7,"13",12,"2009",32,13,"14","10","9","19","1.11","1.76","","5","1.18","1.92","","11","13","7","5","18","200910","3","3"
4,"31",12,"2009",16,30,"2","27","4","7","2.26","0.74","","19","2.08","0.97","","8","9","20","16","9","200910","5","0"
15,"30",12,"2009",28,7,"6","17","13","8","1.37","1.03","","15","0.92","1.61","","17","9","11","7","18","200910","0","1"
1,"28",12,"2009",26,16,"19","6","12","20","0.89","1.97","","7","0.74","2.26","","19","4","7","2","27","200910","1","3"
7,"13",12,"2009",26,33,"19","6","12","20","0.89","1.97","","7","1.45","1.08","","13","11","14","10","13","200910","0","0"
7,"13",12,"2009",NULL,NULL,"","","","","","","","","","","","","","","","","200910","",""
7,"13",12,"2009",23,36,"13","11","11","16","1.26","1.47","","7","1.74","0.89","","7","7","24","20","7","200910","1","1"
6,"26",12,"2009",24,32,"18","8","6","24","1.11","2.16","","3","1.76","1.11","","5","9","19","14","10","200910","1","1"
15,"16",12,"2009",23,28,"13","11","11","16","1.26","1.47","","7","1.03","1.37","","15","13","8","6","17","200910","0","2"
1,"21",12,"2009",11,34,"8","16","13","9","1.58","1.29","","11","1.24","1","","11","11","14","9","13","200910","1","1"
1,"21",12,"2009",10,4,"17","8","11","19","1.24","1.74","","8","0.84","2.71","","18","5","6","1","27","200910","1","1"
7,"20",12,"2009",13,23,"5","18","13","7","1.92","1.18","","11","1.47","1.26","","7","11","16","13","11","200910","4","3"
7,"20",12,"2009",14,16,"12","12","10","16","1.03","1.21","","12","0.74","2.26","","19","4","7","2","27","200910","3","0"
6,"19",12,"2009",36,7,"20","7","7","24","0.89","1.74","","7","0.92","1.61","","17","9","11","7","18","200910","2","0"
7,"20",12,"2009",33,5,"10","13","11","14","1.08","1.45","","13","1.08","1.76","","13","7","10","4","21","200910","0","2"
15,"16",12,"2009",23,28,"13","11","11","16","1.26","1.47","","7","1.03","1.37","","15","13","8","6","17","200910","0","2"
7,"20",12,"2009",28,19,"6","17","13","8","1.37","1.03","","15","1.26","0.89","","14","14","13","11","11","200910","1","0"
7,"20",12,"2009",20,26,"3","23","6","9","2.18","1.08","","14","1.97","0.89","","7","12","20","19","6","200910","3","0"
15,"16",12,"2009",16,9,"2","27","4","7","2.26","0.74","","19","1.47","0.84","","8","11","18","15","9","200910","3","0"
7,"20",12,"2009",9,24,"15","9","11","18","0.84","1.47","","8","2.16","1.11","","3","6","24","18","8","200910","2","0"
15,"16",12,"2009",32,10,"14","10","9","19","1.11","1.76","","5","1.74","1.24","","8","11","19","17","8","200910","3","1"
15,"16",12,"2009",34,33,"9","13","11","14","1","1.24","","11","1.45","1.08","","13","11","14","10","13","200910","2","1"
1,"14",12,"2009",7,20,"7","18","9","11","1.61","0.92","","17","1.08","2.18","","14","6","9","3","23","200910","1","2"
7,"13",12,"2009",5,9,"4","21","7","10","1.76","1.08","","13","1.47","0.84","","8","11","18","15","9","200910","0","1"
2,"29",12,"2009",4,14,"1","27","5","6","2.71","0.84","","18","1.21","1.03","","12","10","16","12","12","200910","2","1"
4,"17",12,"2009",7,30,"7","18","9","11","1.61","0.92","","17","2.08","0.97","","8","9","20","16","9","200910","2","1"
7,"27",12,"2009",23,11,"13","11","11","16","1.26","1.47","","7","1.29","1.58","","11","13","9","8","16","200910","1","1"
2,"29",12,"2009",11,24,"8","16","13","9","1.58","1.29","","11","2.16","1.11","","3","6","24","18","8","200910","2","0"
4,"17",12,"2009",5,13,"4","21","7","10","1.76","1.08","","13","1.18","1.92","","11","13","7","5","18","200910","3","0"
7,"27",12,"2009",30,33,"16","9","9","20","0.97","2.08","","8","1.45","1.08","","13","11","14","10","13","200910","1","1"
2,"29",12,"2009",19,34,"11","11","14","13","0.89","1.26","","14","1.24","1","","11","11","14","9","13","200910","0","1"
2,"29",12,"2009",33,23,"10","13","11","14","1.08","1.45","","13","1.47","1.26","","7","11","16","13","11","200910","2","2"
7,"13",12,"2009",4,11,"1","27","5","6","2.71","0.84","","18","1.29","1.58","","11","13","9","8","16","200910","3","3"
4,"17",12,"2009",24,20,"18","8","6","24","1.11","2.16","","3","1.08","2.18","","14","6","9","3","23","200910","1","1"
15,"30",12,"2009",32,26,"14","10","9","19","1.11","1.76","","5","1.97","0.89","","7","12","20","19","6","200910","2","2"
4,"31",12,"2009",36,20,"20","7","7","24","0.89","1.74","","7","1.08","2.18","","14","6","9","3","23","200910","1","4"
7,"27",12,"2009",20,28,"3","23","6","9","2.18","1.08","","14","1.03","1.37","","15","13","8","6","17","200910","3","0"
15,"16",12,"2009",16,9,"2","27","4","7","2.26","0.74","","19","1.47","0.84","","8","11","18","15","9","200910","3","0"
6,"26",12,"2009",34,4,"9","13","11","14","1","1.24","","11","0.84","2.71","","18","5","6","1","27","200910","0","0"
7,"27",12,"2009",13,19,"5","18","13","7","1.92","1.18","","11","1.26","0.89","","14","14","13","11","11","200910","2","0"
7,"31",1,"2010",14,28,"12","12","10","16","1.03","1.21","","12","1.03","1.37","","15","13","8","6","17","200910","0","2"
1,"18",1,"2010",33,14,"10","13","11","14","1.08","1.45","","13","1.21","1.03","","12","10","16","12","12","200910","2","0"
15,"6",1,"2010",19,14,"11","11","14","13","0.89","1.26","","14","1.21","1.03","","12","10","16","12","12","200910","3","2"
7,"10",1,"2010",34,16,"9","13","11","14","1","1.24","","11","0.74","2.26","","19","4","7","2","27","200910","1","1"
7,"10",1,"2010",20,11,"3","23","6","9","2.18","1.08","","14","1.29","1.58","","11","13","9","8","16","200910","2","2"
15,"27",1,"2010",32,24,"14","10","9","19","1.11","1.76","","5","2.16","1.11","","3","6","24","18","8","200910","1","0"
2,"12",1,"2010",13,33,"5","18","13","7","1.92","1.18","","11","1.45","1.08","","13","11","14","10","13","200910","4","1"
15,"27",1,"2010",5,14,"4","21","7","10","1.76","1.08","","13","1.21","1.03","","12","10","16","12","12","200910","2","0"
6,"16",1,"2010",19,7,"11","11","14","13","0.89","1.26","","14","0.92","1.61","","17","9","11","7","18","200910","1","1"
15,"27",1,"2010",36,10,"20","7","7","24","0.89","1.74","","7","1.74","1.24","","8","11","19","17","8","200910","1","1"
7,"17",1,"2010",28,10,"6","17","13","8","1.37","1.03","","15","1.74","1.24","","8","11","19","17","8","200910","0","0"
15,"27",1,"2010",9,7,"15","9","11","18","0.84","1.47","","8","0.92","1.61","","17","9","11","7","18","200910","0","0"
4,"28",1,"2010",33,30,"10","13","11","14","1.08","1.45","","13","2.08","0.97","","8","9","20","16","9","200910","2","1"
4,"28",1,"2010",11,23,"8","16","13","9","1.58","1.29","","11","1.47","1.26","","7","11","16","13","11","200910","2","0"
7,"17",1,"2010",11,13,"8","16","13","9","1.58","1.29","","11","1.18","1.92","","11","13","7","5","18","200910","2","0"
4,"28",1,"2010",28,20,"6","17","13","8","1.37","1.03","","15","1.08","2.18","","14","6","9","3","23","200910","0","0"
7,"17",1,"2010",4,23,"1","27","5","6","2.71","0.84","","18","1.47","1.26","","7","11","16","13","11","200910","7","2"
4,"28",1,"2010",4,34,"1","27","5","6","2.71","0.84","","18","1.24","1","","11","11","14","9","13","200910","3","0"
7,"17",1,"2010",16,24,"2","27","4","7","2.26","0.74","","19","2.16","1.11","","3","6","24","18","8","200910","3","0"
7,"31",1,"2010",13,36,"5","18","13","7","1.92","1.18","","11","1.74","0.89","","7","7","24","20","7","200910","2","0"
7,"17",1,"2010",5,26,"4","21","7","10","1.76","1.08","","13","1.97","0.89","","7","12","20","19","6","200910","0","0"
7,"31",1,"2010",24,4,"18","8","6","24","1.11","2.16","","3","0.84","2.71","","18","5","6","1","27","200910","1","2"
7,"17",1,"2010",9,30,"15","9","11","18","0.84","1.47","","8","2.08","0.97","","8","9","20","16","9","200910","0","2"
4,"21",1,"2010",7,5,"7","18","9","11","1.61","0.92","","17","1.08","1.76","","13","7","10","4","21","200910","2","0"
4,"21",1,"2010",20,32,"3","23","6","9","2.18","1.08","","14","1.76","1.11","","5","9","19","14","10","200910","4","2"
7,"24",1,"2010",16,26,"2","27","4","7","2.26","0.74","","19","1.97","0.89","","7","12","20","19","6","200910","4","0"
7,"31",1,"2010",34,5,"9","13","11","14","1","1.24","","11","1.08","1.76","","13","7","10","4","21","200910","1","1"
7,"31",1,"2010",26,9,"19","6","12","20","0.89","1.97","","7","1.47","0.84","","8","11","18","15","9","200910","2","2"
7,"31",1,"2010",7,32,"7","18","9","11","1.61","0.92","","17","1.76","1.11","","5","9","19","14","10","200910","2","0"
7,"31",1,"2010",10,33,"17","8","11","19","1.24","1.74","","8","1.45","1.08","","13","11","14","10","13","200910","0","0"
1,"18",1,"2010",32,20,"14","10","9","19","1.11","1.76","","5","1.08","2.18","","14","6","9","3","23","200910","0","2"
7,"31",1,"2010",30,11,"16","9","9","20","0.97","2.08","","8","1.29","1.58","","11","13","9","8","16","200910","0","1"
15,"10",2,"2010",14,24,"12","12","10","16","1.03","1.21","","12","2.16","1.11","","3","6","24","18","8","200910","3","0"
15,"10",2,"2010",13,32,"5","18","13","7","1.92","1.18","","11","1.76","1.11","","5","9","19","14","10","200910","2","0"
7,"21",2,"2010",36,19,"20","7","7","24","0.89","1.74","","7","1.26","0.89","","14","14","13","11","11","200910","1","2"
15,"10",2,"2010",36,23,"20","7","7","24","0.89","1.74","","7","1.47","1.26","","7","11","16","13","11","200910","1","1"
7,"21",2,"2010",20,23,"3","23","6","9","2.18","1.08","","14","1.47","1.26","","7","11","16","13","11","200910","2","0"
4,"11",2,"2010",10,34,"17","8","11","19","1.24","1.74","","8","1.24","1","","11","11","14","9","13","200910","2","0"
15,"10",2,"2010",30,19,"16","9","9","20","0.97","2.08","","8","1.26","0.89","","14","14","13","11","11","200910","1","1"
4,"11",2,"2010",9,5,"15","9","11","18","0.84","1.47","","8","1.08","1.76","","13","7","10","4","21","200910","1","0"
7,"21",2,"2010",10,26,"17","8","11","19","1.24","1.74","","8","1.97","0.89","","7","12","20","19","6","200910","3","0"
15,"17",2,"2010",19,13,"11","11","14","13","0.89","1.26","","14","1.18","1.92","","11","13","7","5","18","200910","1","1"
4,"11",2,"2010",33,26,"10","13","11","14","1.08","1.45","","13","1.97","0.89","","7","12","20","19","6","200910","1","0"
1,"22",2,"2010",13,7,"5","18","13","7","1.92","1.18","","11","0.92","1.61","","17","9","11","7","18","200910","0","0"
7,"21",2,"2010",9,4,"15","9","11","18","0.84","1.47","","8","0.84","2.71","","18","5","6","1","27","200910","0","2"
15,"24",2,"2010",16,10,"2","27","4","7","2.26","0.74","","19","1.74","1.24","","8","11","19","17","8","200910","3","0"
7,"28",2,"2010",19,20,"11","11","14","13","0.89","1.26","","14","1.08","2.18","","14","6","9","3","23","200910","1","3"
4,"11",2,"2010",20,7,"3","23","6","9","2.18","1.08","","14","0.92","1.61","","17","9","11","7","18","200910","1","0"
7,"7",2,"2010",26,13,"19","6","12","20","0.89","1.97","","7","1.18","1.92","","11","13","7","5","18","200910","2","1"
6,"27",2,"2010",4,13,"1","27","5","6","2.71","0.84","","18","1.18","1.92","","11","13","7","5","18","200910","2","4"
4,"11",2,"2010",11,4,"8","16","13","9","1.58","1.29","","11","0.84","2.71","","18","5","6","1","27","200910","2","1"
7,"28",2,"2010",34,30,"9","13","11","14","1","1.24","","11","2.08","0.97","","8","9","20","16","9","200910","1","0"
7,"7",2,"2010",19,33,"11","11","14","13","0.89","1.26","","14","1.45","1.08","","13","11","14","10","13","200910","3","0"
7,"28",2,"2010",32,9,"14","10","9","19","1.11","1.76","","5","1.47","0.84","","8","11","18","15","9","200910","1","0"
4,"4",2,"2010",14,36,"12","12","10","16","1.03","1.21","","12","1.74","0.89","","7","7","24","20","7","200910","1","0"
7,"28",2,"2010",24,36,"18","8","6","24","1.11","2.16","","3","1.74","0.89","","7","7","24","20","7","200910","1","2"
7,"7",2,"2010",24,10,"18","8","6","24","1.11","2.16","","3","1.74","1.24","","8","11","19","17","8","200910","2","1"
7,"7",2,"2010",23,30,"13","11","11","16","1.26","1.47","","7","2.08","0.97","","8","9","20","16","9","200910","1","1"
7,"7",2,"2010",16,36,"2","27","4","7","2.26","0.74","","19","1.74","0.89","","7","7","24","20","7","200910","5","0"
1,"1",2,"2010",20,16,"3","23","6","9","2.18","1.08","","14","0.74","2.26","","19","4","7","2","27","200910","1","3"
1,"8",2,"2010",4,20,"1","27","5","6","2.71","0.84","","18","1.08","2.18","","14","6","9","3","23","200910","2","0"
7,"21",2,"2010",28,24,"6","17","13","8","1.37","1.03","","15","2.16","1.11","","3","6","24","18","8","200910","5","2"
2,"2",2,"2010",23,19,"13","11","11","16","1.26","1.47","","7","1.26","0.89","","14","14","13","11","11","200910","0","0"
4,"11",2,"2010",28,16,"6","17","13","8","1.37","1.03","","15","0.74","2.26","","19","4","7","2","27","200910","1","1"
1,"22",2,"2010",30,5,"16","9","9","20","0.97","2.08","","8","1.08","1.76","","13","7","10","4","21","200910","0","3"
4,"18",2,"2010",30,32,"16","9","9","20","0.97","2.08","","8","1.76","1.11","","5","9","19","14","10","200910","0","0"
6,"20",2,"2010",11,16,"8","16","13","9","1.58","1.29","","11","0.74","2.26","","19","4","7","2","27","200910","3","1"
6,"6",2,"2010",7,11,"7","18","9","11","1.61","0.92","","17","1.29","1.58","","11","13","9","8","16","200910","1","0"
1,"22",2,"2010",14,34,"12","12","10","16","1.03","1.21","","12","1.24","1","","11","11","14","9","13","200910","2","1"
7,"28",2,"2010",5,11,"4","21","7","10","1.76","1.08","","13","1.29","1.58","","11","13","9","8","16","200910","2","1"
7,"7",2,"2010",34,9,"9","13","11","14","1","1.24","","11","1.47","0.84","","8","11","18","15","9","200910","2","1"
15,"3",2,"2010",26,4,"19","6","12","20","0.89","1.97","","7","0.84","2.71","","18","5","6","1","27","200910","1","1"
7,"7",2,"2010",5,28,"4","21","7","10","1.76","1.08","","13","1.03","1.37","","15","13","8","6","17","200910","0","0"
7,"21",2,"2010",33,32,"10","13","11","14","1.08","1.45","","13","1.76","1.11","","5","9","19","14","10","200910","3","0"
7,"7",2,"2010",32,14,"14","10","9","19","1.11","1.76","","5","1.21","1.03","","12","10","16","12","12","200910","0","0"
7,"28",3,"2010",26,14,"19","6","12","20","0.89","1.97","","7","1.21","1.03","","12","10","16","12","12","200910","2","0"
4,"25",3,"2010",33,34,"10","13","11","14","1.08","1.45","","13","1.24","1","","11","11","14","9","13","200910","2","1"
7,"14",3,"2010",24,9,"18","8","6","24","1.11","2.16","","3","1.47","0.84","","8","11","18","15","9","200910","1","2"
7,"28",3,"2010",4,28,"1","27","5","6","2.71","0.84","","18","1.03","1.37","","15","13","8","6","17","200910","7","1"
7,"28",3,"2010",32,16,"14","10","9","19","1.11","1.76","","5","0.74","2.26","","19","4","7","2","27","200910","0","4"
1,"29",3,"2010",7,23,"7","18","9","11","1.61","0.92","","17","1.47","1.26","","7","11","16","13","11","200910","3","0"
7,"21",3,"2010",36,26,"20","7","7","24","0.89","1.74","","7","1.97","0.89","","7","12","20","19","6","200910","3","2"
7,"28",3,"2010",9,11,"15","9","11","18","0.84","1.47","","8","1.29","1.58","","11","13","9","8","16","200910","0","0"
7,"28",3,"2010",10,19,"17","8","11","19","1.24","1.74","","8","1.26","0.89","","14","14","13","11","11","200910","0","1"
4,"25",3,"2010",36,4,"20","7","7","24","0.89","1.74","","7","0.84","2.71","","18","5","6","1","27","200910","0","5"
2,"30",3,"2010",13,30,"5","18","13","7","1.92","1.18","","11","2.08","0.97","","8","9","20","16","9","200910","3","0"
4,"25",3,"2010",13,11,"5","18","13","7","1.92","1.18","","11","1.29","1.58","","11","13","9","8","16","200910","0","2"
1,"1",3,"2010",7,33,"7","18","9","11","1.61","0.92","","17","1.45","1.08","","13","11","14","10","13","200910","2","1"
7,"14",3,"2010",19,28,"11","11","14","13","0.89","1.26","","14","1.03","1.37","","15","13","8","6","17","200910","0","0"
1,"1",3,"2010",23,14,"13","11","11","16","1.26","1.47","","7","1.21","1.03","","12","10","16","12","12","200910","0","0"
7,"7",3,"2010",9,16,"15","9","11","18","0.84","1.47","","8","0.74","2.26","","19","4","7","2","27","200910","0","1"
1,"15",3,"2010",23,13,"13","11","11","16","1.26","1.47","","7","1.18","1.92","","11","13","7","5","18","200910","1","1"
7,"7",3,"2010",20,24,"3","23","6","9","2.18","1.08","","14","2.16","1.11","","3","6","24","18","8","200910","3","1"
2,"16",3,"2010",7,36,"7","18","9","11","1.61","0.92","","17","1.74","0.89","","7","7","24","20","7","200910","4","1"
7,"7",3,"2010",10,32,"17","8","11","19","1.24","1.74","","8","1.76","1.11","","5","9","19","14","10","200910","1","2"
15,"17",3,"2010",30,28,"16","9","9","20","0.97","2.08","","8","1.03","1.37","","15","13","8","6","17","200910","1","2"
7,"14",3,"2010",4,10,"1","27","5","6","2.71","0.84","","18","1.74","1.24","","8","11","19","17","8","200910","4","1"
6,"20",3,"2010",28,9,"6","17","13","8","1.37","1.03","","15","1.47","0.84","","8","11","18","15","9","200910","2","2"
4,"25",3,"2010",28,23,"6","17","13","8","1.37","1.03","","15","1.47","1.26","","7","11","16","13","11","200910","1","1"
1,"8",3,"2010",11,26,"8","16","13","9","1.58","1.29","","11","1.97","0.89","","7","12","20","19","6","200910","5","1"
2,"9",3,"2010",30,7,"16","9","9","20","0.97","2.08","","8","0.92","1.61","","17","9","11","7","18","200910","1","0"
15,"10",3,"2010",36,34,"20","7","7","24","0.89","1.74","","7","1.24","1","","11","11","14","9","13","200910","1","2"
15,"10",3,"2010",23,32,"13","11","11","16","1.26","1.47","","7","1.76","1.11","","5","9","19","14","10","200910","4","0"
4,"11",3,"2010",24,19,"18","8","6","24","1.11","2.16","","3","1.26","0.89","","14","14","13","11","11","200910","1","1"
6,"13",3,"2010",5,33,"4","21","7","10","1.76","1.08","","13","1.45","1.08","","13","11","14","10","13","200910","3","1"
7,"21",3,"2010",16,7,"2","27","4","7","2.26","0.74","","19","0.92","1.61","","17","9","11","7","18","200910","2","1"
7,"14",3,"2010",16,14,"2","27","4","7","2.26","0.74","","19","1.21","1.03","","12","10","16","12","12","200910","3","0"
7,"21",3,"2010",20,10,"3","23","6","9","2.18","1.08","","14","1.74","1.24","","8","11","19","17","8","200910","2","0"
7,"21",3,"2010",11,32,"8","16","13","9","1.58","1.29","","11","1.76","1.11","","5","9","19","14","10","200910","2","0"
7,"21",3,"2010",19,5,"11","11","14","13","0.89","1.26","","14","1.08","1.76","","13","7","10","4","21","200910","1","2"
7,"21",3,"2010",23,34,"13","11","11","16","1.26","1.47","","7","1.24","1","","11","11","14","9","13","200910","3","1"
7,"21",3,"2010",30,24,"16","9","9","20","0.97","2.08","","8","2.16","1.11","","3","6","24","18","8","200910","1","0"
1,"22",3,"2010",33,4,"10","13","11","14","1.08","1.45","","13","0.84","2.71","","18","5","6","1","27","200910","1","1"
7,"28",3,"2010",24,33,"18","8","6","24","1.11","2.16","","3","1.45","1.08","","13","11","14","10","13","200910","0","1"
7,"14",3,"2010",26,20,"19","6","12","20","0.89","1.97","","7","1.08","2.18","","14","6","9","3","23","200910","1","2"
7,"28",3,"2010",34,20,"9","13","11","14","1","1.24","","11","1.08","2.18","","14","6","9","3","23","200910","1","1"
1,"22",3,"2010",14,13,"12","12","10","16","1.03","1.21","","12","1.18","1.92","","11","13","7","5","18","200910","1","2"
7,"14",3,"2010",34,11,"9","13","11","14","1","1.24","","11","1.29","1.58","","11","13","9","8","16","200910","2","2"
7,"28",3,"2010",5,36,"4","21","7","10","1.76","1.08","","13","1.74","0.89","","7","7","24","20","7","200910","2","0"
7,"14",3,"2010",32,30,"14","10","9","19","1.11","1.76","","5","2.08","0.97","","8","9","20","16","9","200910","4","0"
15,"24",3,"2010",10,9,"17","8","11","19","1.24","1.74","","8","1.47","0.84","","8","11","18","15","9","200910","1","3"
7,"25",4,"2010",28,34,"6","17","13","8","1.37","1.03","","15","1.24","1","","11","11","14","9","13","200910","1","0"
6,"3",4,"2010",32,28,"14","10","9","19","1.11","1.76","","5","1.03","1.37","","15","13","8","6","17","200910","0","1"
6,"3",4,"2010",36,33,"20","7","7","24","0.89","1.74","","7","1.45","1.08","","13","11","14","10","13","200910","0","0"
6,"3",4,"2010",19,26,"11","11","14","13","0.89","1.26","","14","1.97","0.89","","7","12","20","19","6","200910","2","0"
7,"11",4,"2010",7,14,"7","18","9","11","1.61","0.92","","17","1.21","1.03","","12","10","16","12","12","200910","0","0"
7,"11",4,"2010",33,16,"10","13","11","14","1.08","1.45","","13","0.74","2.26","","19","4","7","2","27","200910","0","0"
6,"3",4,"2010",23,5,"13","11","11","16","1.26","1.47","","7","1.08","1.76","","13","7","10","4","21","200910","3","1"
7,"11",4,"2010",9,19,"15","9","11","18","0.84","1.47","","8","1.26","0.89","","14","14","13","11","11","200910","0","0"
6,"3",4,"2010",16,4,"2","27","4","7","2.26","0.74","","19","0.84","2.71","","18","5","6","1","27","200910","1","2"
1,"12",4,"2010",13,34,"5","18","13","7","1.92","1.18","","11","1.24","1","","11","11","14","9","13","200910","5","1"
7,"4",4,"2010",34,7,"9","13","11","14","1","1.24","","11","0.92","1.61","","17","9","11","7","18","200910","1","1"
15,"14",4,"2010",4,32,"1","27","5","6","2.71","0.84","","18","1.76","1.11","","5","9","19","14","10","200910","1","0"
6,"10",4,"2010",10,23,"17","8","11","19","1.24","1.74","","8","1.47","1.26","","7","11","16","13","11","200910","1","0"
4,"15",4,"2010",5,20,"4","21","7","10","1.76","1.08","","13","1.08","2.18","","14","6","9","3","23","200910","2","1"
4,"15",4,"2010",28,11,"6","17","13","8","1.37","1.03","","15","1.29","1.58","","11","13","9","8","16","200910","2","2"
4,"15",4,"2010",30,36,"16","9","9","20","0.97","2.08","","8","1.74","0.89","","7","7","24","20","7","200910","0","0"
6,"17",4,"2010",19,32,"11","11","14","13","0.89","1.26","","14","1.76","1.11","","5","9","19","14","10","200910","1","2"
6,"17",4,"2010",23,24,"13","11","11","16","1.26","1.47","","7","2.16","1.11","","3","6","24","18","8","200910","2","1"
6,"17",4,"2010",13,16,"5","18","13","7","1.92","1.18","","11","0.74","2.26","","19","4","7","2","27","200910","0","1"
6,"3",4,"2010",20,9,"3","23","6","9","2.18","1.08","","14","1.47","0.84","","8","11","18","15","9","200910","1","0"
7,"4",4,"2010",14,30,"12","12","10","16","1.03","1.21","","12","2.08","0.97","","8","9","20","16","9","200910","2","1"
7,"4",4,"2010",24,13,"18","8","6","24","1.11","2.16","","3","1.18","1.92","","11","13","7","5","18","200910","1","6"
6,"17",4,"2010",34,26,"9","13","11","14","1","1.24","","11","1.97","0.89","","7","12","20","19","6","200910","0","0"
6,"17",4,"2010",33,11,"10","13","11","14","1.08","1.45","","13","1.29","1.58","","11","13","9","8","16","200910","2","3"
1,"5",4,"2010",11,10,"8","16","13","9","1.58","1.29","","11","1.74","1.24","","8","11","19","17","8","200910","2","2"
6,"17",4,"2010",14,9,"12","12","10","16","1.03","1.21","","12","1.47","0.84","","8","11","18","15","9","200910","0","0"
6,"24",4,"2010",26,23,"19","6","12","20","0.89","1.97","","7","1.47","1.26","","7","11","16","13","11","200910","0","1"
6,"24",4,"2010",10,30,"17","8","11","19","1.24","1.74","","8","2.08","0.97","","8","9","20","16","9","200910","3","2"
6,"24",4,"2010",9,33,"15","9","11","18","0.84","1.47","","8","1.45","1.08","","13","11","14","10","13","200910","1","1"
7,"18",4,"2010",30,20,"16","9","9","20","0.97","2.08","","8","1.08","2.18","","14","6","9","3","23","200910","3","2"
7,"18",4,"2010",5,4,"4","21","7","10","1.76","1.08","","13","0.84","2.71","","18","5","6","1","27","200910","2","1"
6,"24",4,"2010",16,5,"2","27","4","7","2.26","0.74","","19","1.08","1.76","","13","7","10","4","21","200910","3","1"
7,"25",4,"2010",11,14,"8","16","13","9","1.58","1.29","","11","1.21","1.03","","12","10","16","12","12","200910","2","1"
1,"19",4,"2010",36,28,"20","7","7","24","0.89","1.74","","7","1.03","1.37","","15","13","8","6","17","200910","1","2"
2,"20",4,"2010",7,10,"7","18","9","11","1.61","0.92","","17","1.74","1.24","","8","11","19","17","8","200910","3","0"
7,"25",4,"2010",20,13,"3","23","6","9","2.18","1.08","","14","1.18","1.92","","11","13","7","5","18","200910","0","0"
6,"24",4,"2010",32,36,"14","10","9","19","1.11","1.76","","5","1.74","0.89","","7","7","24","20","7","200910","2","2"
1,"26",4,"2010",4,19,"1","27","5","6","2.71","0.84","","18","1.26","0.89","","14","14","13","11","11","200910","7","0"
6,"10",4,"2010",26,24,"19","6","12","20","0.89","1.97","","7","2.16","1.11","","3","6","24","18","8","200910","1","4"
4,"22",4,"2010",26,28,"19","6","12","20","0.89","1.97","","7","1.03","1.37","","15","13","8","6","17","200910","0","2"
7,"25",4,"2010",24,7,"18","8","6","24","1.11","2.16","","3","0.92","1.61","","17","9","11","7","18","200910","0","4"
6,"1",5,"2010",19,11,"11","11","14","13","0.89","1.26","","14","1.29","1.58","","11","13","9","8","16","200910","0","0"
1,"3",5,"2010",23,16,"13","11","11","16","1.26","1.47","","7","0.74","2.26","","19","4","7","2","27","200910","0","1"
7,"2",5,"2010",14,10,"12","12","10","16","1.03","1.21","","12","1.74","1.24","","8","11","19","17","8","200910","3","2"
2,"4",5,"2010",33,20,"10","13","11","14","1.08","1.45","","13","1.08","2.18","","14","6","9","3","23","200910","2","1"
4,"6",5,"2010",13,5,"5","18","13","7","1.92","1.18","","11","1.08","1.76","","13","7","10","4","21","200910","0","1"
6,"1",5,"2010",5,32,"4","21","7","10","1.76","1.08","","13","1.76","1.11","","5","9","19","14","10","200910","1","0"
4,"6",5,"2010",14,19,"12","12","10","16","1.03","1.21","","12","1.26","0.89","","14","14","13","11","11","200910","0","1"
6,"1",5,"2010",34,24,"9","13","11","14","1","1.24","","11","2.16","1.11","","3","6","24","18","8","200910","2","1"
1,"10",5,"2010",24,5,"18","8","6","24","1.11","2.16","","3","1.08","1.76","","13","7","10","4","21","200910","4","2"
1,"10",5,"2010",4,30,"1","27","5","6","2.71","0.84","","18","2.08","0.97","","8","9","20","16","9","200910","8","0"
1,"10",5,"2010",11,36,"8","16","13","9","1.58","1.29","","11","1.74","0.89","","7","7","24","20","7","200910","1","0"
6,"1",5,"2010",36,9,"20","7","7","24","0.89","1.74","","7","1.47","0.84","","8","11","18","15","9","200910","3","1"
1,"10",5,"2010",28,33,"6","17","13","8","1.37","1.03","","15","1.45","1.08","","13","11","14","10","13","200910","0","1"
7,"2",5,"2010",7,4,"7","18","9","11","1.61","0.92","","17","0.84","2.71","","18","5","6","1","27","200910","0","2"
1,"10",5,"2010",32,34,"14","10","9","19","1.11","1.76","","5","1.24","1","","11","11","14","9","13","200910","2","1"
