"match_date_day","match_date_month","match_date_weekday","match_date_year","home_team_name","away_team_name","home_team_goal","away_team_goal","home_team_line_1_count","home_team_line_2_count","home_team_line_3_count","home_team_line_4_count","home_team_line_5_count","home_team_line_6_count","home_team_player_1_position","home_team_player_2_position","home_team_player_3_position","home_team_player_4_position","home_team_player_5_position","home_team_player_6_position","home_team_player_7_position","home_team_player_8_position","home_team_player_9_position","home_team_player_10_position","home_team_player_11_position","player_name","player_name-2","player_name-3","player_name-4","player_name-5","player_name-6","player_name-7","player_name-8","player_name-9","player_name-10","player_name-11","player_back_number","player_back_number-2","player_back_number-3","player_back_number-4","player_back_number-5","player_back_number-6","player_back_number-7","player_back_number-8","player_back_number-9","player_back_number-10","player_back_number-11","player_nation","player_nation-2","player_nation-3","player_nation-4","player_nation-5","player_nation-6","player_nation-7","player_nation-8","player_nation-9","player_nation-10","player_nation-11","home_team_player_sub_1_position","home_team_player_sub_2_position","home_team_player_sub_3_position","home_team_player_sub_4_position","home_team_player_sub_5_position","home_team_player_sub_6_position","home_team_player_sub_7_position","player_name-12","player_name-13","player_name-14","player_name-15","player_name-16","player_name-17","player_name-18","player_back_number-12","player_back_number-13","player_back_number-14","player_back_number-15","player_back_number-16","player_back_number-17","player_back_number-18","player_nation-12","player_nation-13","player_nation-14","player_nation-15","player_nation-16","player_nation-17","player_nation-18","away_team_line_1_count","away_team_line_2_count","away_team_line_3_count","away_team_line_4_count","away_team_line_5_count","away_team_line_6_count","away_team_player_1_position","away_team_player_2_position","away_team_player_3_position","away_team_player_4_position","away_team_player_5_position","away_team_player_6_position","away_team_player_7_position","away_team_player_8_position","away_team_player_9_position","away_team_player_10_position","away_team_player_11_position","player_name-19","player_name-20","player_name-21","player_name-22","player_name-23","player_name-24","player_name-25","player_name-26","player_name-27","player_name-28","player_name-29","player_back_number-19","player_back_number-20","player_back_number-21","player_back_number-22","player_back_number-23","player_back_number-24","player_back_number-25","player_back_number-26","player_back_number-27","player_back_number-28","player_back_number-29","player_nation-19","player_nation-20","player_nation-21","player_nation-22","player_nation-23","player_nation-24","player_nation-25","player_nation-26","player_nation-27","player_nation-28","player_nation-29","away_team_player_sub_1_position","away_team_player_sub_2_position","away_team_player_sub_3_position","away_team_player_sub_4_position","away_team_player_sub_5_position","away_team_player_sub_6_position","away_team_player_sub_7_position","player_name-30","player_name-31","player_name-32","player_name-33","player_name-34","player_name-35","player_name-36","player_back_number-30","player_back_number-31","player_back_number-32","player_back_number-33","player_back_number-34","player_back_number-35","player_back_number-36","player_nation-30","player_nation-31","player_nation-32","player_nation-33","player_nation-34","player_nation-35","player_nation-36"
"14","August","Sunday","2016","AFC Bournemouth","Manchester United","1","3","4","3","3","0","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Forward","Forward","Artur Boruc","Simon Francis","Steve Cook","Charlie Daniels","Adam Smith","Andrew Surman","Harry Arter","Lewis Cook","Jordon Ibe","Callum Wilson","Joshua King","1","2","3","11","15","6","8","18","33","13","17","Poland","England","England","England","England","England","Ireland","England","England","England","Norway","Goalkeeper","Defender","Defender","Midfielder","Forward","Forward","Forward","Adam Federici","Nathan Aké","Bradley Smith","Dan Gosling","Benik Afobe","Max-Alain Gradel","Lewis Grabban","23","5","14","4","9","10","28","Australia","Netherlands","Australia","England","The Democratic Republic Of Congo","Cote D'Ivoire","England","4","2","3","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","David De Gea","Eric Bailly","Daley Blind","Luke Shaw","Antonio Valencia","Juan Mata","Wayne Rooney","Anthony Martial","Ander Herrera","Marouane Fellaini","Zlatan Ibrahimovic","1","3","17","23","25","8","10","11","21","27","9","Spain","Cote D'Ivoire","Netherlands","England","Ecuador","Spain","England","France","Spain","Belgium","Sweden","Goalkeeper","Defender","Midfielder","Midfielder","Midfielder","Forward","Forward","Sergio Romero","Marcos Rojo","Michael Carrick","Henrikh Mkhitaryan","Morgan Schneiderlin","Memphis Depay","Marcus Rashford","20","5","16","22","28","7","19","Argentina","Argentina","England","Armenia","France","Netherlands","England"
"14","August","Sunday","2016","Manchester City","Sunderland","2","1","4","2","3","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Willy Caballero","Bacary Sagna","John Stones","Aleksandar Kolarov","Gaël Clichy","Raheem Sterling","Nolito","Kevin De Bruyne","David Silva","Fernandinho","Sergio Agüero","13","3","24","11","22","7","9","17","21","25","10","Argentina","France","England","Serbia","France","England","Spain","Belgium","Spain","Brazil","Argentina","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Joe Hart","Pablo Zabaleta","Nicolás Otamendi","Fernando","Jesús Navas","Fabian Delph","Kelechi Iheanacho","1","5","30","6","15","18","72","England","Argentina","Argentina","Brazil","Spain","England","Nigeria","4","2","3","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Vito Mannone","Patrick van Aanholt","Younes Kaboul","Donald Love","Lamine Koné","Jack Rodwell","Fabio Borini","Duncan Watmore","John O'Shea","Lynden Gooch","Jermain Defoe","1","3","4","22","23","8","9","14","16","46","18","Italy","Netherlands","France","Scotland","Cote D'Ivoire","England","Italy","England","Ireland","United States","England","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Jordan Pickford","Paddy McNair","Papy Djilobodji","Wahbi Khazri","Joel Asoro","Adnan Januzaj","Jeremain Lens","13","19","5","10","29","44","17","England","Northern Ireland","Senegal","Tunisia","Sweden","Belgium","Netherlands"
"14","December","Monday","2015","Liverpool","West Bromwich Albion","2","2","4","3","3","0","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Forward","Forward","Simon Mignolet","Nathaniel Clyne","Dejan Lovren","Alberto Moreno","Martin Skrtel","James Milner","Jordan Henderson","Emre Can","Christian Benteke","Coutinho","Adam Lallana","22","2","6","18","37","7","14","23","9","10","20","Belgium","England","Croatia","Spain","Slovakia","England","England","Germany","Belgium","Brazil","England","Goalkeeper","Defender","Midfielder","Midfielder","Midfielder","Forward","Forward","Adam Bogdan","Kolo Touré","Lucas Leiva","Joe Allen","Jordon Ibe","Roberto Firmino","Divock Origi","34","4","21","24","33","11","27","Hungary","Cote D'Ivoire","Brazil","Wales","England","Brazil","Belgium","4","1","4","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Boaz Myhill","Jonas Olsson","Chris Brunt","Gareth McAuley","Craig Dawson","Jonny Evans","James Morrison","Craig Gardner","James McClean","Darren Fletcher","Salomón Rondón","13","3","11","23","25","6","7","8","14","24","33","Wales","Sweden","Northern Ireland","Northern Ireland","England","Northern Ireland","Scotland","England","Ireland","Scotland","Venezuela","Goalkeeper","Defender","Midfielder","Midfielder","Forward","Forward","Forward","Anders Lindegaard","James Chester","Callum McManaman","Serge Gnabry","Victor Anichebe","Rickie Lambert","Saido Berahino","21","4","19","31","10","17","18","Denmark","Wales","England","Germany","Nigeria","England","Burundi"
"14","December","Monday","2015","Tottenham Hotspur","Newcastle United","1","2","4","2","3","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Hugo Lloris","Kyle Walker","Danny Rose","Toby Alderweireld","Jan Vertonghen","Erik Lamela","Eric Dier","Dele Alli","Christian Eriksen","Tom Carroll","Harry Kane","1","2","3","4","5","11","15","20","23","28","10","France","England","England","Belgium","Belgium","Argentina","England","England","Denmark","England","England","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Michel Vorm","Kieran Trippier","Ben Davies","Nabil Bentaleb","Son Heung-Min","Nacer Chadli","Josh Onomah","13","16","33","6","7","22","25","Netherlands","England","Wales","Algeria","South Korea","Belgium","England","4","4","1","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Forward","Robert Elliot","Fabricio Coloccini","Paul Dummett","Chancel Mbemba","Daryl Janmaat","Jack Colback","Georginio Wijnaldum","Moussa Sissoko","Vurnon Anita","Papiss Demba Cissé","Siem de Jong","21","2","3","18","22","4","5","7","8","9","10","Ireland","Argentina","Wales","The Democratic Republic Of Congo","Netherlands","England","Netherlands","France","Netherlands","Senegal","Netherlands","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Forward","Forward","Karl Darlow","Jamie Sterry","Kevin Mbabu","Florian Thauvin","Yoan Gouffran","Ayoze Pérez","Aleksandar Mitrovic","26","42","43","20","11","17","45","England","England","Switzerland","France","France","Spain","Serbia"
"14","December","Thursday","2017","Liverpool","West Bromwich Albion","0","0","4","4","2","0","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Forward","Loris Karius","Dejan Lovren","Ragnar Klavan","Andrew Robertson","Trent Alexander-Arnold","Georginio Wijnaldum","Sadio Mané","Coutinho","Emre Can","Roberto Firmino","Mohamed Salah","1","6","17","26","66","5","19","10","23","9","11","Germany","Croatia","Estonia","Scotland","England","Netherlands","Senegal","Brazil","Germany","Brazil","Egypt","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Forward","Forward","Simon Mignolet","James Milner","Joseph Gomez","Jordan Henderson","Alex Oxlade-Chamberlain","Danny Ings","Dominic Solanke","22","7","12","14","21","28","29","Belgium","England","England","England","England","England","England","4","5","1","0","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Ben Foster","Allan Nyom","Kieran Gibbs","Jonny Evans","Ahmed Hegazi","Hal Robson-Kanu","Claudio Yacob","Jake Livermore","James McClean","Grzegorz Krychowiak","Salomón Rondón","1","2","3","6","26","4","5","8","14","20","9","England","Cameroon","England","Northern Ireland","Egypt","Wales","Argentina","England","Ireland","Poland","Venezuela","Goalkeeper","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Boaz Myhill","Gareth McAuley","Chris Brunt","Oliver Burke","Nathan Ferguson","Sam Field","Jay Rodriguez","13","23","11","17","64","28","19","Wales","Northern Ireland","Northern Ireland","Scotland","England","England","England"
"14","December","Thursday","2017","Manchester United","AFC Bournemouth","1","0","4","2","3","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","David De Gea","Phil Jones","Chris Smalling","Luke Shaw","Antonio Valencia","Juan Mata","Anthony Martial","Jesse Lingard","Nemanja Matic","Scott McTominay","Romelu Lukaku","1","4","12","23","25","8","11","14","31","39","9","Spain","England","England","England","Ecuador","Spain","France","England","Serbia","Scotland","Belgium","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Forward","Forward","Sergio Romero","Victor Lindelöf","Daley Blind","Ashley Young","Ander Herrera","Zlatan Ibrahimovic","Marcus Rashford","20","2","17","18","21","10","19","Argentina","Sweden","Netherlands","England","Spain","Sweden","England","4","4","1","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Forward","Asmir Begovic","Simon Francis","Nathan Aké","Charlie Daniels","Adam Smith","Dan Gosling","Harry Arter","Junior Stanislas","Ryan Fraser","Callum Wilson","Joshua King","27","2","5","11","15","4","8","19","24","13","17","Bosnia And Herzegovina","England","Netherlands","England","England","England","Ireland","England","Scotland","England","Norway","Goalkeeper","Defender","Midfielder","Midfielder","Midfielder","Forward","Forward","Artur Boruc","Steve Cook","Andrew Surman","Jordon Ibe","Lewis Cook","Benik Afobe","Jermain Defoe","1","3","6","33","16","9","18","Poland","England","England","England","England","The Democratic Republic Of Congo","England"
"14","December","Thursday","2017","Newcastle United","Everton","0","1","4","2","3","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Karl Darlow","Jamaal Lascelles","Javier Manquillo","Florian Lejeune","DeAndre Yedlin","Jonjo Shelvey","Mohamed Diamé","Matt Ritchie","Mikel Merino","Christian Atsu","Dwight Gayle","26","6","19","20","22","8","10","11","23","30","9","England","England","Spain","France","United States","England","Senegal","Scotland","Spain","Ghana","England","Goalkeeper","Defender","Midfielder","Midfielder","Midfielder","Forward","Forward","Robert Elliot","Ciaran Clark","Jacob Murphy","Isaac Hayden","Rolando Aarons","Ayoze Pérez","Joselu","1","2","7","14","16","17","21","Ireland","Ireland","England","England","England","Spain","Spain","4","2","3","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Jordan Pickford","Ashley Williams","Cuco Martina","Mason Holgate","Jonjoe Kenny","Gylfi Sigurdsson","Wayne Rooney","Aaron Lennon","Idrissa Gueye","Morgan Schneiderlin","Dominic Calvert-Lewin","1","5","15","30","43","18","10","12","17","2","29","England","Wales","Curacao","England","England","Iceland","England","England","Senegal","France","England","Goalkeeper","Defender","Defender","Midfielder","Forward","Forward","Forward","Joel Robles","Michael Keane","Phil Jagielka","Tom Davies","Nikola Vlasic","Ademola Lookman","Oumar Niasse","33","4","6","26","27","31","19","Spain","England","England","England","Croatia","England","Senegal"
"14","December","Thursday","2017","Southampton","Leicester City","1","4","4","2","3","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Fraser Forster","Cédric Soares","Maya Yoshida","Virgil van Dijk","Ryan Bertrand","Steven Davis","Dusan Tadic","Oriol Romeu","Mario Lemina","Sofiane Boufal","Charlie Austin","44","2","3","17","21","8","11","14","18","19","10","England","Portugal","Japan","Netherlands","England","Northern Ireland","Serbia","Spain","Gabon","Morocco","England","Goalkeeper","Defender","Midfielder","Midfielder","Midfielder","Forward","Forward","Alex McCarthy","Jack Stephens","James Ward-Prowse","Nathan Redmond","Pierre-Emile Højbjerg","Shane Long","Manolo Gabbiadini","13","5","16","22","23","7","20","England","England","England","England","Denmark","Ireland","Italy","4","2","3","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Kasper Schmeichel","Danny Simpson","Wes Morgan","Harry Maguire","Christian Fuchs","Ben Chilwell","Andy King","Shinji Okazaki","Wilfred Ndidi","Riyad Mahrez","Jamie Vardy","1","2","5","15","28","3","10","20","25","26","9","Denmark","England","Jamaica","England","Austria","England","Wales","Japan","Nigeria","Algeria","England","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Ben Hamer","Aleksandar Dragovic","Daniel Amartey","Demarai Gray","Marc Albrighton","Vicente Iborra","Leonardo Ulloa","12","16","18","7","11","21","23","England","Austria","Ghana","England","England","Spain","Argentina"
"14","December","Thursday","2017","Swansea City","Manchester City","0","4","4","5","1","0","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Lukasz Fabianski","Martin Olsson","Mike van der Hoorn","Alfie Mawson","Kyle Naughton","Ki Sung-yueng","Nathan Dyer","Tom Carroll","Jordan Ayew","Roque Mesa","Wilfried Bony","1","16","5","6","26","4","12","14","18","51","2","Poland","Sweden","Netherlands","England","England","South Korea","England","England","Ghana","Spain","Cote D'Ivoire","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Erwin Mulder","Federico Fernández","Angel Rangel","Leroy Fer","Luciano Narsingh","Sam Clucas","Tammy Abraham","25","33","22","8","11","17","10","Netherlands","Argentina","Spain","Netherlands","Netherlands","England","England","4","3","3","0","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Forward","Forward","Ederson","Danilo","Eliaquim Mangala","Fabian Delph","Nicolás Otamendi","Kevin De Bruyne","David Silva","Fernandinho","Raheem Sterling","Sergio Agüero","Bernardo Silva","31","3","15","18","30","17","21","25","7","10","20","Brazil","Brazil","France","England","Argentina","Belgium","Spain","Brazil","England","Argentina","Portugal","Goalkeeper","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Claudio Bravo","Kyle Walker","Ilkay Gündogan","Leroy Sané","Oleksandr Zinchenko","Yaya Touré","Gabriel Jesus","1","2","8","19","35","42","33","Chile","England","Germany","Germany","Ukraine","Cote D'Ivoire","Brazil"
"14","December","Thursday","2017","Tottenham Hotspur","Brighton and Hove Albion","2","0","4","2","3","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Hugo Lloris","Danny Rose","Jan Vertonghen","Eric Dier","Serge Aurier","Son Heung-Min","Harry Winks","Erik Lamela","Moussa Sissoko","Christian Eriksen","Harry Kane","1","3","5","15","24","7","29","11","17","23","10","France","England","Belgium","England","Cote D'Ivoire","South Korea","England","Argentina","France","Denmark","England","Goalkeeper","Defender","Defender","Defender","Midfielder","Midfielder","Forward","Michel Vorm","Kieran Trippier","Juan Foyth","Ben Davies","Mousa Dembélé","Dele Alli","Fernando Llorente","13","2","21","33","19","20","18","Netherlands","England","Argentina","Wales","Belgium","England","Spain","4","5","1","0","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Mat Ryan","Gaëtan Bong","Shane Duffy","Lewis Dunk","Ezequiel Schelotto","Dale Stephens","Beram Kayal","Anthony Knockaert","José Izquierdo","Davy Pröpper","Tomer Hemed","1","3","22","5","21","6","7","11","19","24","10","Australia","Cameroon","Ireland","England","Italy","England","Israel","France","Colombia","Netherlands","Israel","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Tim Krul","Bruno","Connor Goldson","Pascal Groß","Solly March","Isaiah Brown","Glenn Murray","26","2","18","13","20","37","17","Netherlands","Spain","England","Germany","England","England","England"
"14","December","Thursday","2017","West Ham United","Arsenal","0","0","5","3","2","0","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Forward","Adrián","Winston Reid","Aaron Cresswell","Pablo Zabaleta","Angelo Ogbonna","Arthur Masuaku","Manuel Lanzini","Pedro Obiang","Mark Noble","Marko Arnautovic","Michail Antonio","13","2","3","5","21","26","10","14","16","7","30","Spain","New Zealand","England","Argentina","Italy","The Democratic Republic Of Congo","Argentina","Equatorial Guinea","England","Austria","England","Goalkeeper","Defender","Defender","Forward","Forward","Forward","Forward","Joe Hart","James Collins","Declan Rice","Andy Carroll","Diafra Sakho","Chicharito","André Ayew","25","19","41","9","15","17","20","England","Wales","Ireland","England","Senegal","Mexico","Ghana","4","3","3","0","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Forward","Forward","Petr Cech","Héctor Bellerín","Laurent Koscielny","Ainsley Maitland-Niles","Nacho Monreal","Mesut Özil","Jack Wilshere","Granit Xhaka","Alexis Sánchez","Olivier Giroud","Alex Iwobi","33","24","6","30","18","11","10","29","7","12","17","Czech Republic","Spain","France","England","Spain","Germany","England","Switzerland","Chile","France","Nigeria","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Forward","Forward","David Ospina","Calum Chambers","Sead Kolasinac","Mohamed Elneny","Francis Coquelin","Alexandre Lacazette","Danny Welbeck","13","21","31","35","34","9","23","Colombia","England","Bosnia And Herzegovina","Egypt","France","France","England"
"14","December","Wednesday","2016","AFC Bournemouth","Leicester City","1","0","4","2","3","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Artur Boruc","Simon Francis","Steve Cook","Nathan Aké","Charlie Daniels","Marc Pugh","Harry Arter","Adam Smith","Joshua King","Jack Wilshere","Benik Afobe","1","2","3","5","11","7","8","15","17","32","9","Poland","England","England","Netherlands","England","England","Ireland","England","Norway","England","The Democratic Republic Of Congo","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Forward","Forward","Adam Federici","Bradley Smith","Tyrone Mings","Dan Gosling","Jordon Ibe","Max-Alain Gradel","Callum Wilson","23","14","26","4","33","10","13","Australia","Australia","England","England","England","Cote D'Ivoire","England","4","4","2","0","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Forward","Ron-Robert Zieler","Luis Hernández","Wes Morgan","Robert Huth","Christian Fuchs","Andy King","Marc Albrighton","Daniel Amartey","Riyad Mahrez","Jamie Vardy","Islam Slimani","21","2","5","6","28","10","11","13","26","9","19","Germany","Spain","Jamaica","Germany","Austria","Wales","England","Ghana","Algeria","England","Algeria","Goalkeeper","Defender","Midfielder","Midfielder","Forward","Forward","Forward","Ben Hamer","Ben Chilwell","Demarai Gray","Nampalys Mendy","Ahmed Musa","Shinji Okazaki","Leonardo Ulloa","12","3","22","24","7","20","23","England","England","England","France","Nigeria","Japan","Argentina"
"14","December","Wednesday","2016","Everton","Arsenal","2","1","4","3","3","0","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Forward","Forward","Maarten Stekelenburg","Leighton Baines","Ashley Williams","Phil Jagielka","Seamus Coleman","Ross Barkley","James McCarthy","Idrissa Gueye","Romelu Lukaku","Aaron Lennon","Enner Valencia","22","3","5","6","23","8","16","17","10","12","19","Netherlands","England","Wales","England","Ireland","England","Ireland","Senegal","Belgium","England","Ecuador","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Forward","Forward","Joel Robles","Ramiro Funes Mori","Mason Holgate","Kevin Mirallas","Tom Cleverley","Gerard Deulofeu","Dominic Calvert-Lewin","1","25","30","11","15","7","29","Spain","Argentina","England","Belgium","England","Spain","England","4","2","3","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Petr Cech","Héctor Bellerín","Gabriel","Laurent Koscielny","Nacho Monreal","Mesut Özil","Theo Walcott","Alex Oxlade-Chamberlain","Francis Coquelin","Granit Xhaka","Alexis Sánchez","33","24","5","6","18","11","14","15","34","29","7","Czech Republic","Spain","Brazil","France","Spain","Germany","England","England","France","Switzerland","Chile","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Forward","Forward","David Ospina","Kieran Gibbs","Rob Holding","Mohamed Elneny","Alex Iwobi","Olivier Giroud","Lucas Pérez","13","3","16","35","17","12","9","Colombia","England","England","Egypt","Nigeria","France","Spain"
"14","February","Sunday","2016","AFC Bournemouth","Stoke City","1","3","4","1","4","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Artur Boruc","Simon Francis","Steve Cook","Charlie Daniels","Adam Smith","Dan Gosling","Andrew Surman","Marc Pugh","Harry Arter","Junior Stanislas","Benik Afobe","1","2","3","11","15","4","6","7","8","19","20","Poland","England","England","England","England","England","England","England","Ireland","England","The Democratic Republic Of Congo","Goalkeeper","Defender","Midfielder","Midfielder","Forward","Forward","Forward","Adam Federici","Sylvain Distin","Matt Ritchie","Eunan O'Kane","Juan Iturbe","Joshua King","Lewis Grabban","23","25","30","32","12","17","28","Australia","France","Scotland","Ireland","Paraguay","Norway","England","4","2","3","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Jack Butland","Erik Pieters","Marc Muniesa","Glen Johnson","Philipp Wollscheid","Glenn Whelan","Ibrahim Afellay","Mame Biram Diouf","Giannelli Imbula","Xherdan Shaqiri","Jonathan Walters","1","3","5","8","26","6","14","18","21","22","19","England","Netherlands","Spain","England","Germany","Ireland","Netherlands","Senegal","The Democratic Republic Of Congo","Switzerland","Ireland","Goalkeeper","Defender","Midfielder","Forward","Forward","Forward","Forward","Jakob Haugaard","Dionatan Teixeira","Stephen Ireland","Peter Odemwingie","Joselu","Peter Crouch","Bojan","29","23","7","9","11","25","27","Denmark","Slovakia","Ireland","Nigeria","Spain","England","Spain"
"14","February","Sunday","2016","Arsenal","Leicester City","2","1","4","2","3","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Petr Cech","Héctor Bellerín","Per Mertesacker","Laurent Koscielny","Nacho Monreal","Alexis Sánchez","Aaron Ramsey","Mesut Özil","Alex Oxlade-Chamberlain","Francis Coquelin","Olivier Giroud","33","24","4","6","18","17","16","11","15","34","12","Czech Republic","Spain","Germany","France","Spain","Chile","Wales","Germany","England","France","France","Goalkeeper","Defender","Midfielder","Midfielder","Forward","Forward","Forward","David Ospina","Calum Chambers","Mohamed Elneny","Mathieu Flamini","Theo Walcott","Danny Welbeck","Joel Campbell","13","21","35","20","14","23","28","Colombia","England","Egypt","France","England","England","Costa Rica","4","4","2","0","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Forward","Kasper Schmeichel","Danny Simpson","Wes Morgan","Robert Huth","Christian Fuchs","Daniel Drinkwater","Marc Albrighton","N'Golo Kanté","Riyad Mahrez","Jamie Vardy","Shinji Okazaki","1","17","5","6","28","4","11","14","26","9","20","Denmark","England","Jamaica","Germany","Austria","England","England","France","Algeria","England","Japan","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Forward","Forward","Mark Schwarzer","Ben Chilwell","Marcin Wasilewski","Andy King","Nathan Dyer","Demarai Gray","Leonardo Ulloa","32","30","27","10","24","22","23","Australia","England","Poland","Wales","England","England","Argentina"
"14","February","Sunday","2016","Aston Villa","Liverpool","0","6","4","4","1","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Forward","Mark Bunn","Jores Okore","Joleon Lescott","Micah Richards","Aly Cissokho","Leandro Bacuna","Idrissa Gueye","Ashley Westwood","Jordan Veretout","Gabriel Agbonlahor","Carles Gil","31","5","16","4","43","7","8","15","17","11","25","England","Denmark","England","England","France","Curacao","Senegal","England","France","England","Spain","Goalkeeper","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Brad Guzan","Ciaran Clark","Kieran Richardson","Alan Hutton","Scott Sinclair","Keinan Davis","Jordan Lyden","1","6","18","21","9","45","38","United States","Ireland","England","Scotland","England","England","Australia","4","4","2","0","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Forward","Simon Mignolet","Nathaniel Clyne","Mamadou Sakho","Kolo Touré","Alberto Moreno","James Milner","Coutinho","Jordan Henderson","Emre Can","Roberto Firmino","Daniel Sturridge","22","2","17","4","18","7","10","14","23","11","15","Belgium","England","France","Cote D'Ivoire","Spain","England","Brazil","England","Germany","Brazil","England","Goalkeeper","Defender","Defender","Defender","Midfielder","Forward","Forward","Danny Ward","Steven Caulker","Kevin Stewart","Jon Flanagan","Jordon Ibe","Christian Benteke","Divock Origi","52","19","35","38","33","9","27","Wales","England","England","England","England","Belgium","Belgium"
