"match_date_weekday_id","match_date_day","match_date_month_id","match_date_year","away_team_name_id","home_team_name_id","home_position","home_won","home_drawn","home_lost","home_avg_goal","home_avg_conceded","home_change_created","home_clean_sheet","away_avg_conceded","away_avg_goal","away_change_created","away_clean_sheet","away_drawn","away_lost","away_position","away_won","season","home_team_goal","away_team_goal"
1,"6",10,"2008",22,11,"5","17","12","9","1.45","0.97","","17","1.55","1.05","","7","13","18","18","7","200809","2","2"
6,"1",11,"2008",14,11,"5","17","12","9","1.45","0.97","","17","0.89","1.03","","15","11","13","7","14","200809","1","0"
1,"10",11,"2008",22,14,"7","14","11","13","1.03","0.89","","15","1.55","1.05","","7","13","18","18","7","200809","2","1"
1,"10",11,"2008",5,13,"10","15","5","18","1.53","1.32","","10","1.18","1.18","","13","9","15","8","14","200809","1","2"
1,"10",11,"2008",25,28,"6","17","11","10","1.42","1.26","","13","1.5","0.74","","7","11","20","19","7","200809","1","2"
6,"15",11,"2008",7,32,"13","11","8","19","1.08","1.39","","7","0.71","2.03","","20","11","2","2","25","200809","0","2"
7,"16",11,"2008",30,22,"18","7","13","18","1.05","1.55","","7","1.18","0.89","","13","9","17","11","12","200809","2","2"
7,"16",11,"2008",36,10,"9","14","9","15","1.11","1.18","","10","1.5","1","","8","11","17","14","10","200809","0","0"
7,"16",11,"2008",19,16,"1","28","6","4","1.79","0.63","","24","1.45","1","","12","9","17","12","12","200809","5","0"
7,"16",11,"2008",25,11,"5","17","12","9","1.45","0.97","","17","1.5","0.74","","7","11","20","19","7","200809","1","1"
7,"16",11,"2008",23,33,"15","10","11","17","1.05","1.58","","10","1.42","0.89","","9","9","20","16","9","200809","1","2"
7,"16",11,"2008",4,18,"20","8","8","22","0.95","1.76","","8","0.63","1.79","","22","8","5","3","25","200809","0","3"
7,"16",11,"2008",5,14,"7","14","11","13","1.03","0.89","","15","1.18","1.18","","13","9","15","8","14","200809","2","1"
7,"16",11,"2008",28,20,"4","20","12","6","1.79","0.97","","16","1.26","1.42","","13","11","10","6","17","200809","0","2"
1,"17",11,"2008",13,26,"17","8","11","19","1.03","1.68","","6","1.32","1.53","","10","5","18","10","15","200809","2","2"
7,"2",11,"2008",30,36,"14","10","11","17","1","1.5","","8","1.18","0.89","","13","9","17","11","12","200809","1","2"
7,"2",11,"2008",7,5,"8","14","9","15","1.18","1.18","","13","0.71","2.03","","20","11","2","2","25","200809","2","1"
7,"2",11,"2008",23,4,"3","25","8","5","1.79","0.63","","22","1.42","0.89","","9","9","20","16","9","200809","5","0"
7,"2",11,"2008",26,16,"1","28","6","4","1.79","0.63","","24","1.68","1.03","","6","11","19","17","8","200809","4","3"
7,"2",11,"2008",20,19,"12","12","9","17","1","1.45","","12","0.97","1.79","","16","12","6","4","20","200809","2","1"
7,"2",11,"2008",10,25,"19","7","11","20","0.74","1.5","","7","1.18","1.11","","10","9","15","9","14","200809","1","1"
7,"2",11,"2008",33,18,"20","8","8","22","0.95","1.76","","8","1.58","1.05","","10","11","17","15","10","200809","2","2"
7,"23",11,"2008",14,7,"2","25","11","2","2.03","0.71","","20","0.89","1.03","","15","11","13","7","14","200809","0","0"
7,"23",11,"2008",33,5,"8","14","9","15","1.18","1.18","","13","1.58","1.05","","10","11","17","15","10","200809","1","0"
7,"23",11,"2008",16,28,"6","17","11","10","1.42","1.26","","13","0.63","1.79","","24","6","4","1","28","200809","0","0"
7,"23",11,"2008",22,4,"3","25","8","5","1.79","0.63","","22","1.55","1.05","","7","13","18","18","7","200809","0","0"
7,"23",11,"2008",20,13,"10","15","5","18","1.53","1.32","","10","0.97","1.79","","16","12","6","4","20","200809","3","0"
7,"23",11,"2008",32,25,"19","7","11","20","0.74","1.5","","7","1.39","1.08","","7","8","19","13","11","200809","1","3"
7,"23",11,"2008",26,36,"14","10","11","17","1","1.5","","8","1.68","1.03","","6","11","19","17","8","200809","2","2"
7,"23",11,"2008",18,19,"12","12","9","17","1","1.45","","12","1.76","0.95","","8","8","22","20","8","200809","1","0"
1,"24",11,"2008",10,23,"16","9","9","20","0.89","1.42","","9","1.18","1.11","","10","9","15","9","14","200809","0","1"
2,"25",11,"2008",11,30,"11","12","9","17","0.89","1.18","","13","0.97","1.45","","17","12","9","5","17","200809","1","0"
1,"3",11,"2008",13,32,"13","11","8","19","1.08","1.39","","7","1.32","1.53","","10","5","18","10","15","200809","2","0"
7,"30",11,"2008",22,25,"19","7","11","20","0.74","1.5","","7","1.55","1.05","","7","13","18","18","7","200809","0","0"
7,"30",11,"2008",32,23,"16","9","9","20","0.89","1.42","","9","1.39","1.08","","7","8","19","13","11","200809","1","4"
7,"30",11,"2008",26,19,"12","12","9","17","1","1.45","","12","1.68","1.03","","6","11","19","17","8","200809","1","1"
7,"30",11,"2008",18,30,"11","12","9","17","0.89","1.18","","13","1.76","0.95","","8","8","22","20","8","200809","2","1"
7,"30",11,"2008",16,13,"10","15","5","18","1.53","1.32","","10","0.63","1.79","","24","6","4","1","28","200809","0","1"
7,"30",11,"2008",14,28,"6","17","11","10","1.42","1.26","","13","0.89","1.03","","15","11","13","7","14","200809","0","0"
2,"4",11,"2008",28,22,"18","7","13","18","1.05","1.55","","7","1.26","1.42","","13","11","10","6","17","200809","2","0"
6,"8",11,"2008",19,30,"11","12","9","17","0.89","1.18","","13","1.45","1","","12","9","17","12","12","200809","0","0"
6,"8",11,"2008",16,20,"4","20","12","6","1.79","0.97","","16","0.63","1.79","","24","6","4","1","28","200809","2","1"
7,"9",11,"2008",36,23,"16","9","9","20","0.89","1.42","","9","1.5","1","","8","11","17","14","10","200809","1","2"
7,"9",11,"2008",18,7,"2","25","11","2","2.03","0.71","","20","1.76","0.95","","8","8","22","20","8","200809","3","0"
7,"9",11,"2008",4,33,"15","10","11","17","1.05","1.58","","10","0.63","1.79","","22","8","5","3","25","200809","0","2"
7,"9",11,"2008",32,26,"17","8","11","19","1.03","1.68","","6","1.39","1.08","","7","8","19","13","11","200809","0","1"
7,"9",11,"2008",11,10,"9","14","9","15","1.11","1.18","","10","0.97","1.45","","17","12","9","5","17","200809","1","3"
1,"1",12,"2008",33,36,"14","10","11","17","1","1.5","","8","1.58","1.05","","10","11","17","15","10","200809","3","2"
1,"1",12,"2008",11,5,"8","14","9","15","1.18","1.18","","13","0.97","1.45","","17","12","9","5","17","200809","0","1"
1,"1",12,"2008",20,4,"3","25","8","5","1.79","0.63","","22","0.97","1.79","","16","12","6","4","20","200809","1","2"
6,"13",12,"2008",20,25,"19","7","11","20","0.74","1.5","","7","0.97","1.79","","16","12","6","4","20","200809","1","1"
7,"14",12,"2008",32,28,"6","17","11","10","1.42","1.26","","13","1.39","1.08","","7","8","19","13","11","200809","4","2"
7,"14",12,"2008",22,36,"14","10","11","17","1","1.5","","8","1.55","1.05","","7","13","18","18","7","200809","0","3"
7,"14",12,"2008",16,5,"8","14","9","15","1.18","1.18","","13","0.63","1.79","","24","6","4","1","28","200809","0","0"
7,"14",12,"2008",26,7,"2","25","11","2","2.03","0.71","","20","1.68","1.03","","6","11","19","17","8","200809","2","2"
7,"14",12,"2008",11,13,"10","15","5","18","1.53","1.32","","10","0.97","1.45","","17","12","9","5","17","200809","0","1"
7,"14",12,"2008",14,19,"12","12","9","17","1","1.45","","12","0.89","1.03","","15","11","13","7","14","200809","0","0"
7,"14",12,"2008",18,23,"16","9","9","20","0.89","1.42","","9","1.76","0.95","","8","8","22","20","8","200809","4","0"
7,"14",12,"2008",33,30,"11","12","9","17","0.89","1.18","","13","1.58","1.05","","10","11","17","15","10","200809","3","0"
1,"15",12,"2008",10,4,"3","25","8","5","1.79","0.63","","22","1.18","1.11","","10","9","15","9","14","200809","1","1"
2,"2",12,"2008",10,7,"2","25","11","2","2.03","0.71","","20","1.18","1.11","","10","9","15","9","14","200809","0","0"
7,"21",12,"2008",36,32,"13","11","8","19","1.08","1.39","","7","1.5","1","","8","11","17","14","10","200809","2","1"
7,"21",12,"2008",28,10,"9","14","9","15","1.11","1.18","","10","1.26","1.42","","13","11","10","6","17","200809","0","1"
7,"21",12,"2008",25,14,"7","14","11","13","1.03","0.89","","15","1.5","0.74","","7","11","20","19","7","200809","3","0"
7,"21",12,"2008",19,33,"15","10","11","17","1.05","1.58","","10","1.45","1","","12","9","17","12","12","200809","3","0"
7,"21",12,"2008",23,26,"17","8","11","19","1.03","1.68","","6","1.42","0.89","","9","9","20","16","9","200809","1","4"
7,"21",12,"2008",13,18,"20","8","8","22","0.95","1.76","","8","1.32","1.53","","10","5","18","10","15","200809","2","1"
1,"22",12,"2008",7,20,"4","20","12","6","1.79","0.97","","16","0.71","2.03","","20","11","2","2","25","200809","1","1"
1,"22",12,"2008",5,22,"18","7","13","18","1.05","1.55","","7","1.18","1.18","","13","9","15","8","14","200809","2","1"
2,"23",12,"2008",4,11,"5","17","12","9","1.45","0.97","","17","0.63","1.79","","22","8","5","3","25","200809","0","0"
5,"26",12,"2008",16,19,"12","12","9","17","1","1.45","","12","0.63","1.79","","24","6","4","1","28","200809","0","1"
5,"26",12,"2008",18,4,"3","25","8","5","1.79","0.63","","22","1.76","0.95","","8","8","22","20","8","200809","2","0"
5,"26",12,"2008",10,36,"14","10","11","17","1","1.5","","8","1.18","1.11","","10","9","15","9","14","200809","1","4"
5,"26",12,"2008",14,5,"8","14","9","15","1.18","1.18","","13","0.89","1.03","","15","11","13","7","14","200809","0","0"
6,"27",12,"2008",22,30,"11","12","9","17","0.89","1.18","","13","1.55","1.05","","7","13","18","18","7","200809","2","1"
6,"27",12,"2008",11,25,"19","7","11","20","0.74","1.5","","7","0.97","1.45","","17","12","9","5","17","200809","0","1"
6,"27",12,"2008",20,28,"6","17","11","10","1.42","1.26","","13","0.97","1.79","","16","12","6","4","20","200809","2","2"
6,"27",12,"2008",32,7,"2","25","11","2","2.03","0.71","","20","1.39","1.08","","7","8","19","13","11","200809","3","0"
6,"27",12,"2008",26,13,"10","15","5","18","1.53","1.32","","10","1.68","1.03","","6","11","19","17","8","200809","5","1"
6,"27",12,"2008",33,23,"16","9","9","20","0.89","1.42","","9","1.58","1.05","","10","11","17","15","10","200809","0","0"
7,"28",12,"2008",7,22,"18","7","13","18","1.05","1.55","","7","0.71","2.03","","20","11","2","2","25","200809","1","5"
7,"28",12,"2008",30,32,"13","11","8","19","1.08","1.39","","7","1.18","0.89","","13","9","17","11","12","200809","0","1"
7,"28",12,"2008",4,14,"7","14","11","13","1.03","0.89","","15","0.63","1.79","","22","8","5","3","25","200809","2","2"
7,"28",12,"2008",36,20,"4","20","12","6","1.79","0.97","","16","1.5","1","","8","11","17","14","10","200809","1","0"
7,"28",12,"2008",19,10,"9","14","9","15","1.11","1.18","","10","1.45","1","","12","9","17","12","12","200809","2","1"
7,"28",12,"2008",5,18,"20","8","8","22","0.95","1.76","","8","1.18","1.18","","13","9","15","8","14","200809","2","0"
7,"28",12,"2008",23,11,"5","17","12","9","1.45","0.97","","17","1.42","0.89","","9","9","20","16","9","200809","3","0"
1,"29",12,"2008",13,33,"15","10","11","17","1.05","1.58","","10","1.32","1.53","","10","5","18","10","15","200809","2","2"
2,"30",12,"2008",25,16,"1","28","6","4","1.79","0.63","","24","1.5","0.74","","7","11","20","19","7","200809","1","0"
15,"31",12,"2008",28,26,"17","8","11","19","1.03","1.68","","6","1.26","1.42","","13","11","10","6","17","200809","0","1"
6,"6",12,"2008",13,14,"7","14","11","13","1.03","0.89","","15","1.32","1.53","","10","5","18","10","15","200809","1","1"
7,"7",12,"2008",7,33,"15","10","11","17","1.05","1.58","","10","0.71","2.03","","20","11","2","2","25","200809","1","3"
7,"7",12,"2008",23,16,"1","28","6","4","1.79","0.63","","24","1.42","0.89","","9","9","20","16","9","200809","1","0"
7,"7",12,"2008",30,20,"4","20","12","6","1.79","0.97","","16","1.18","0.89","","13","9","17","11","12","200809","1","0"
7,"7",12,"2008",4,32,"13","11","8","19","1.08","1.39","","7","0.63","1.79","","22","8","5","3","25","200809","0","2"
7,"7",12,"2008",25,26,"17","8","11","19","1.03","1.68","","6","1.5","0.74","","7","11","20","19","7","200809","2","1"
7,"7",12,"2008",19,22,"18","7","13","18","1.05","1.55","","7","1.45","1","","12","9","17","12","12","200809","2","2"
1,"8",12,"2008",36,18,"20","8","8","22","0.95","1.76","","8","1.5","1","","8","11","17","14","10","200809","1","1"
1,"8",12,"2008",28,11,"5","17","12","9","1.45","0.97","","17","1.26","1.42","","13","11","10","6","17","200809","2","3"
2,"9",12,"2008",5,10,"9","14","9","15","1.11","1.18","","10","1.18","1.18","","13","9","15","8","14","200809","0","2"
6,"10",1,"2009",18,28,"6","17","11","10","1.42","1.26","","13","1.76","0.95","","8","8","22","20","8","200809","2","1"
7,"11",1,"2009",26,11,"5","17","12","9","1.45","0.97","","17","1.68","1.03","","6","11","19","17","8","200809","2","0"
7,"11",1,"2009",32,20,"4","20","12","6","1.79","0.97","","16","1.39","1.08","","7","8","19","13","11","200809","1","0"
7,"11",1,"2009",5,30,"11","12","9","17","0.89","1.18","","13","1.18","1.18","","13","9","15","8","14","200809","1","0"
7,"11",1,"2009",7,19,"12","12","9","17","1","1.45","","12","0.71","2.03","","20","11","2","2","25","200809","0","0"
7,"11",1,"2009",23,25,"19","7","11","20","0.74","1.5","","7","1.42","0.89","","9","9","20","16","9","200809","1","1"
7,"11",1,"2009",10,22,"18","7","13","18","1.05","1.55","","7","1.18","1.11","","10","9","15","9","14","200809","2","2"
1,"12",1,"2009",4,16,"1","28","6","4","1.79","0.63","","24","0.63","1.79","","22","8","5","3","25","200809","3","0"
4,"15",1,"2009",30,16,"1","28","6","4","1.79","0.63","","24","1.18","0.89","","13","9","17","11","12","200809","1","0"
7,"18",1,"2009",25,18,"20","8","8","22","0.95","1.76","","8","1.5","0.74","","7","11","20","19","7","200809","3","0"
7,"18",1,"2009",28,23,"16","9","9","20","0.89","1.42","","9","1.26","1.42","","13","11","10","6","17","200809","1","2"
7,"18",1,"2009",22,33,"15","10","11","17","1.05","1.58","","10","1.55","1.05","","7","13","18","18","7","200809","3","0"
7,"18",1,"2009",16,32,"13","11","8","19","1.08","1.39","","7","0.63","1.79","","24","6","4","1","28","200809","0","1"
7,"18",1,"2009",30,13,"10","15","5","18","1.53","1.32","","10","1.18","0.89","","13","9","17","11","12","200809","1","0"
7,"18",1,"2009",19,4,"3","25","8","5","1.79","0.63","","22","1.45","1","","12","9","17","12","12","200809","2","1"
7,"18",1,"2009",14,10,"9","14","9","15","1.11","1.18","","10","0.89","1.03","","15","11","13","7","14","200809","3","1"
7,"18",1,"2009",20,26,"17","8","11","19","1.03","1.68","","6","0.97","1.79","","16","12","6","4","20","200809","1","3"
1,"19",1,"2009",36,5,"8","14","9","15","1.18","1.18","","13","1.5","1","","8","11","17","14","10","200809","1","1"
2,"20",1,"2009",11,7,"2","25","11","2","2.03","0.71","","20","0.97","1.45","","17","12","9","5","17","200809","1","1"
15,"28",1,"2009",16,18,"20","8","8","22","0.95","1.76","","8","0.63","1.79","","24","6","4","1","28","200809","0","5"
15,"28",1,"2009",14,23,"16","9","9","20","0.89","1.42","","9","0.89","1.03","","15","11","13","7","14","200809","1","0"
15,"28",1,"2009",28,36,"14","10","11","17","1","1.5","","8","1.26","1.42","","13","11","10","6","17","200809","0","1"
15,"28",1,"2009",19,5,"8","14","9","15","1.18","1.18","","13","1.45","1","","12","9","17","12","12","200809","3","1"
4,"29",1,"2009",25,4,"3","25","8","5","1.79","0.63","","22","1.5","0.74","","7","11","20","19","7","200809","2","0"
4,"29",1,"2009",26,10,"9","14","9","15","1.11","1.18","","10","1.68","1.03","","6","11","19","17","8","200809","2","0"
4,"29",1,"2009",7,30,"11","12","9","17","0.89","1.18","","13","0.71","2.03","","20","11","2","2","25","200809","1","1"
4,"29",1,"2009",22,13,"10","15","5","18","1.53","1.32","","10","1.55","1.05","","7","13","18","18","7","200809","2","1"
4,"29",1,"2009",20,11,"5","17","12","9","1.45","0.97","","17","0.97","1.79","","16","12","6","4","20","200809","1","1"
4,"29",1,"2009",32,33,"15","10","11","17","1.05","1.58","","10","1.39","1.08","","7","8","19","13","11","200809","2","2"
6,"31",1,"2009",13,19,"12","12","9","17","1","1.45","","12","1.32","1.53","","10","5","18","10","15","200809","1","0"
7,"1",2,"2009",33,25,"19","7","11","20","0.74","1.5","","7","1.58","1.05","","10","11","17","15","10","200809","0","0"
7,"1",2,"2009",10,20,"4","20","12","6","1.79","0.97","","16","1.18","1.11","","10","9","15","9","14","200809","0","0"
7,"1",2,"2009",30,28,"6","17","11","10","1.42","1.26","","13","1.18","0.89","","13","9","17","11","12","200809","0","0"
7,"1",2,"2009",5,32,"13","11","8","19","1.08","1.39","","7","1.18","1.18","","13","9","15","8","14","200809","3","2"
7,"1",2,"2009",23,22,"18","7","13","18","1.05","1.55","","7","1.42","0.89","","9","9","20","16","9","200809","1","1"
7,"1",2,"2009",36,14,"7","14","11","13","1.03","0.89","","15","1.5","1","","8","11","17","14","10","200809","3","1"
7,"1",2,"2009",11,16,"1","28","6","4","1.79","0.63","","24","0.97","1.45","","17","12","9","5","17","200809","1","0"
7,"1",2,"2009",18,26,"17","8","11","19","1.03","1.68","","6","1.76","0.95","","8","8","22","20","8","200809","2","2"
7,"15",2,"2009",13,36,"14","10","11","17","1","1.5","","8","1.32","1.53","","10","5","18","10","15","200809","2","0"
4,"19",2,"2009",14,16,"1","28","6","4","1.79","0.63","","24","0.89","1.03","","15","11","13","7","14","200809","3","0"
1,"2",2,"2009",4,7,"2","25","11","2","2.03","0.71","","20","0.63","1.79","","22","8","5","3","25","200809","2","0"
6,"21",2,"2009",4,28,"6","17","11","10","1.42","1.26","","13","0.63","1.79","","22","8","5","3","25","200809","0","1"
7,"22",2,"2009",36,19,"12","12","9","17","1","1.45","","12","1.5","1","","8","11","17","14","10","200809","2","2"
7,"22",2,"2009",18,14,"7","14","11","13","1.03","0.89","","15","1.76","0.95","","8","8","22","20","8","200809","2","0"
7,"22",2,"2009",33,16,"1","28","6","4","1.79","0.63","","24","1.58","1.05","","10","11","17","15","10","200809","2","1"
7,"22",2,"2009",23,20,"4","20","12","6","1.79","0.97","","16","1.42","0.89","","9","9","20","16","9","200809","0","0"
7,"22",2,"2009",10,32,"13","11","8","19","1.08","1.39","","7","1.18","1.11","","10","9","15","9","14","200809","2","1"
7,"22",2,"2009",30,25,"19","7","11","20","0.74","1.5","","7","1.18","0.89","","13","9","17","11","12","200809","0","0"
1,"23",2,"2009",11,22,"18","7","13","18","1.05","1.55","","7","0.97","1.45","","17","12","9","5","17","200809","0","0"
1,"23",2,"2009",13,7,"2","25","11","2","2.03","0.71","","20","1.32","1.53","","10","5","18","10","15","200809","1","1"
2,"24",2,"2009",5,26,"17","8","11","19","1.03","1.68","","6","1.18","1.18","","13","9","15","8","14","200809","1","2"
6,"28",2,"2009",18,11,"5","17","12","9","1.45","0.97","","17","1.76","0.95","","8","8","22","20","8","200809","2","0"
6,"7",2,"2009",25,13,"10","15","5","18","1.53","1.32","","10","1.5","0.74","","7","11","20","19","7","200809","1","0"
7,"8",2,"2009",14,30,"11","12","9","17","0.89","1.18","","13","0.89","1.03","","15","11","13","7","14","200809","0","0"
7,"8",2,"2009",26,4,"3","25","8","5","1.79","0.63","","22","1.68","1.03","","6","11","19","17","8","200809","0","0"
7,"8",2,"2009",32,11,"5","17","12","9","1.45","0.97","","17","1.39","1.08","","7","8","19","13","11","200809","3","0"
7,"8",2,"2009",19,23,"16","9","9","20","0.89","1.42","","9","1.45","1","","12","9","17","12","12","200809","2","0"
7,"8",2,"2009",22,18,"20","8","8","22","0.95","1.76","","8","1.55","1.05","","7","13","18","18","7","200809","2","3"
7,"8",2,"2009",28,33,"15","10","11","17","1.05","1.58","","10","1.26","1.42","","13","11","10","6","17","200809","0","2"
7,"8",2,"2009",20,5,"8","14","9","15","1.18","1.18","","13","0.97","1.79","","16","12","6","4","20","200809","0","0"
7,"8",2,"2009",7,36,"14","10","11","17","1","1.5","","8","0.71","2.03","","20","11","2","2","25","200809","2","3"
1,"9",2,"2009",16,10,"9","14","9","15","1.11","1.18","","10","0.63","1.79","","24","6","4","1","28","200809","0","1"
7,"1",3,"2009",7,25,"19","7","11","20","0.74","1.5","","7","0.71","2.03","","20","11","2","2","25","200809","2","0"
7,"1",3,"2009",13,10,"9","14","9","15","1.11","1.18","","10","1.32","1.53","","10","5","18","10","15","200809","1","0"
7,"1",3,"2009",14,20,"4","20","12","6","1.79","0.97","","16","0.89","1.03","","15","11","13","7","14","200809","0","0"
7,"1",3,"2009",33,26,"17","8","11","19","1.03","1.68","","6","1.58","1.05","","10","11","17","15","10","200809","1","2"
7,"1",3,"2009",30,4,"3","25","8","5","1.79","0.63","","22","1.18","0.89","","13","9","17","11","12","200809","2","1"
7,"1",3,"2009",22,32,"13","11","8","19","1.08","1.39","","7","1.55","1.05","","7","13","18","18","7","200809","1","0"
4,"12",3,"2009",33,14,"7","14","11","13","1.03","0.89","","15","1.58","1.05","","10","11","17","15","10","200809","1","2"
6,"14",3,"2009",7,16,"1","28","6","4","1.79","0.63","","24","0.71","2.03","","20","11","2","2","25","200809","1","4"
7,"15",3,"2009",36,25,"19","7","11","20","0.74","1.5","","7","1.5","1","","8","11","17","14","10","200809","1","1"
7,"15",3,"2009",13,4,"3","25","8","5","1.79","0.63","","22","1.32","1.53","","10","5","18","10","15","200809","1","0"
7,"15",3,"2009",33,20,"4","20","12","6","1.79","0.97","","16","1.58","1.05","","10","11","17","15","10","200809","4","0"
7,"15",3,"2009",14,32,"13","11","8","19","1.08","1.39","","7","0.89","1.03","","15","11","13","7","14","200809","1","3"
7,"15",3,"2009",19,11,"5","17","12","9","1.45","0.97","","17","1.45","1","","12","9","17","12","12","200809","3","1"
7,"15",3,"2009",30,23,"16","9","9","20","0.89","1.42","","9","1.18","0.89","","13","9","17","11","12","200809","1","2"
7,"15",3,"2009",22,26,"17","8","11","19","1.03","1.68","","6","1.55","1.05","","7","13","18","18","7","200809","1","1"
1,"16",3,"2009",5,28,"6","17","11","10","1.42","1.26","","13","1.18","1.18","","13","9","15","8","14","200809","1","2"
2,"17",3,"2009",18,10,"9","14","9","15","1.11","1.18","","10","1.76","0.95","","8","8","22","20","8","200809","0","0"
1,"2",3,"2009",19,28,"6","17","11","10","1.42","1.26","","13","1.45","1","","12","9","17","12","12","200809","2","2"
6,"21",3,"2009",11,36,"14","10","11","17","1","1.5","","8","0.97","1.45","","17","12","9","5","17","200809","2","1"
7,"22",3,"2009",4,5,"8","14","9","15","1.18","1.18","","13","0.63","1.79","","22","8","5","3","25","200809","1","0"
7,"22",3,"2009",32,18,"20","8","8","22","0.95","1.76","","8","1.39","1.08","","7","8","19","13","11","200809","1","1"
7,"22",3,"2009",20,22,"18","7","13","18","1.05","1.55","","7","0.97","1.79","","16","12","6","4","20","200809","1","3"
7,"22",3,"2009",10,33,"15","10","11","17","1.05","1.58","","10","1.18","1.11","","10","9","15","9","14","200809","1","1"
7,"22",3,"2009",16,14,"7","14","11","13","1.03","0.89","","15","0.63","1.79","","24","6","4","1","28","200809","2","0"
7,"22",3,"2009",25,19,"12","12","9","17","1","1.45","","12","1.5","0.74","","7","11","20","19","7","200809","1","0"
7,"22",3,"2009",26,30,"11","12","9","17","0.89","1.18","","13","1.68","1.03","","6","11","19","17","8","200809","1","0"
1,"23",3,"2009",23,13,"10","15","5","18","1.53","1.32","","10","1.42","0.89","","9","9","20","16","9","200809","1","0"
1,"23",3,"2009",28,7,"2","25","11","2","2.03","0.71","","20","1.26","1.42","","13","11","10","6","17","200809","5","0"
15,"4",3,"2009",23,7,"2","25","11","2","2.03","0.71","","20","1.42","0.89","","9","9","20","16","9","200809","2","0"
15,"4",3,"2009",20,18,"20","8","8","22","0.95","1.76","","8","0.97","1.79","","16","12","6","4","20","200809","1","3"
15,"4",3,"2009",4,36,"14","10","11","17","1","1.5","","8","0.63","1.79","","22","8","5","3","25","200809","0","1"
4,"5",3,"2009",32,19,"12","12","9","17","1","1.45","","12","1.39","1.08","","7","8","19","13","11","200809","2","0"
4,"5",3,"2009",11,33,"15","10","11","17","1.05","1.58","","10","0.97","1.45","","17","12","9","5","17","200809","0","0"
4,"5",3,"2009",26,14,"7","14","11","13","1.03","0.89","","15","1.68","1.03","","6","11","19","17","8","200809","0","1"
4,"5",3,"2009",25,5,"8","14","9","15","1.18","1.18","","13","1.5","0.74","","7","11","20","19","7","200809","4","0"
4,"5",3,"2009",28,13,"10","15","5","18","1.53","1.32","","10","1.26","1.42","","13","11","10","6","17","200809","2","0"
4,"5",3,"2009",16,22,"18","7","13","18","1.05","1.55","","7","0.63","1.79","","24","6","4","1","28","200809","1","2"
4,"5",3,"2009",10,30,"11","12","9","17","0.89","1.18","","13","1.18","1.11","","10","9","15","9","14","200809","0","1"
7,"8",3,"2009",5,23,"16","9","9","20","0.89","1.42","","9","1.18","1.18","","13","9","15","8","14","200809","1","1"
6,"11",4,"2009",32,4,"3","25","8","5","1.79","0.63","","22","1.39","1.08","","7","8","19","13","11","200809","4","3"
6,"11",4,"2009",16,23,"16","9","9","20","0.89","1.42","","9","0.63","1.79","","24","6","4","1","28","200809","1","2"
6,"11",4,"2009",18,36,"14","10","11","17","1","1.5","","8","1.76","0.95","","8","8","22","20","8","200809","2","2"
6,"11",4,"2009",26,25,"19","7","11","20","0.74","1.5","","7","1.68","1.03","","6","11","19","17","8","200809","3","1"
6,"11",4,"2009",33,7,"2","25","11","2","2.03","0.71","","20","1.58","1.05","","10","11","17","15","10","200809","4","0"
6,"11",4,"2009",20,30,"11","12","9","17","0.89","1.18","","13","0.97","1.79","","16","12","6","4","20","200809","1","4"
6,"11",4,"2009",10,5,"8","14","9","15","1.18","1.18","","13","1.18","1.11","","10","9","15","9","14","200809","1","0"
7,"12",4,"2009",11,28,"6","17","11","10","1.42","1.26","","13","0.97","1.45","","17","12","9","5","17","200809","3","3"
7,"12",4,"2009",22,19,"12","12","9","17","1","1.45","","12","1.55","1.05","","7","13","18","18","7","200809","1","1"
1,"13",4,"2009",14,13,"10","15","5","18","1.53","1.32","","10","0.89","1.03","","15","11","13","7","14","200809","1","3"
6,"18",4,"2009",26,23,"16","9","9","20","0.89","1.42","","9","1.68","1.03","","6","11","19","17","8","200809","1","0"
6,"18",4,"2009",14,25,"19","7","11","20","0.74","1.5","","7","0.89","1.03","","15","11","13","7","14","200809","0","0"
6,"18",4,"2009",10,28,"6","17","11","10","1.42","1.26","","13","1.18","1.11","","10","9","15","9","14","200809","1","1"
6,"18",4,"2009",32,36,"14","10","11","17","1","1.5","","8","1.39","1.08","","7","8","19","13","11","200809","1","0"
6,"18",4,"2009",33,19,"12","12","9","17","1","1.45","","12","1.58","1.05","","10","11","17","15","10","200809","1","0"
7,"19",4,"2009",22,5,"8","14","9","15","1.18","1.18","","13","1.55","1.05","","7","13","18","18","7","200809","1","0"
7,"19",4,"2009",18,13,"10","15","5","18","1.53","1.32","","10","1.76","0.95","","8","8","22","20","8","200809","4","2"
15,"22",4,"2009",20,7,"2","25","11","2","2.03","0.71","","20","0.97","1.79","","16","12","6","4","20","200809","4","4"
4,"23",4,"2009",36,16,"1","28","6","4","1.79","0.63","","24","1.5","1","","8","11","17","14","10","200809","2","0"
4,"23",4,"2009",11,4,"3","25","8","5","1.79","0.63","","22","0.97","1.45","","17","12","9","5","17","200809","0","0"
6,"25",4,"2009",4,10,"9","14","9","15","1.11","1.18","","10","0.63","1.79","","22","8","5","3","25","200809","0","1"
6,"25",4,"2009",13,11,"5","17","12","9","1.45","0.97","","17","1.32","1.53","","10","5","18","10","15","200809","1","2"
6,"25",4,"2009",19,14,"7","14","11","13","1.03","0.89","","15","1.45","1","","12","9","17","12","12","200809","1","0"
