"match_date_weekday_id","match_date_day","match_date_month_id","match_date_year","away_team_name_id","home_team_name_id","home_position","home_won","home_drawn","home_lost","home_avg_goal","home_avg_conceded","home_change_created","home_clean_sheet","away_avg_conceded","away_avg_goal","away_change_created","away_clean_sheet","away_drawn","away_lost","away_position","away_won","season","home_team_goal","away_team_goal"
6,"21",4,"2007",13,6,"20","5","13","20","0.76","1.55","","9","1.16","0.76","","14","9","18","14","11","200607","1","1"
6,"21",4,"2007",NULL,NULL,"","","","","","","","","","","","","","","","","200607","",""
7,"22",4,"2007",25,16,"1","28","5","5","2.18","0.71","","16","1.29","1.16","","9","10","16","12","12","200607","1","1"
7,"22",4,"2007",4,22,"13","11","10","17","1","1.24","","7","0.63","1.68","","22","11","3","2","24","200607","0","0"
1,"23",4,"2007",36,28,"11","11","17","10","1.13","1.08","","13","1.11","1.18","","12","12","12","9","14","200607","0","0"
6,"28",4,"2007",28,13,"14","11","9","18","0.76","1.16","","14","1.08","1.13","","13","17","10","11","11","200607","0","2"
6,"28",4,"2007",16,11,"6","15","13","10","1.37","0.95","","14","0.71","2.18","","16","5","5","1","28","200607","2","4"
6,"28",4,"2007",10,30,"17","10","8","20","0.97","1.55","","10","1.55","0.92","","9","5","21","15","12","200607","0","3"
6,"28",4,"2007",7,36,"9","14","12","12","1.18","1.11","","12","0.71","1.5","","20","8","10","3","20","200607","2","1"
6,"28",4,"2007",32,4,"2","24","11","3","1.68","0.63","","22","1.37","1.24","","12","8","14","7","16","200607","2","2"
6,"28",4,"2007",5,25,"12","12","10","16","1.16","1.29","","9","1.42","1.5","","6","9","12","5","17","200607","2","3"
6,"28",4,"2007",39,33,"10","15","7","16","1.37","1.42","","8","1.58","0.89","","11","10","20","19","8","200607","4","1"
6,"28",4,"2007",6,38,"18","10","8","20","0.84","1.45","","9","1.55","0.76","","9","13","20","20","5","200607","1","0"
1,"30",4,"2007",14,20,"4","19","11","8","1.66","0.92","","12","1.58","1","","7","15","15","16","8","200607","3","1"
2,"1",5,"2007",22,31,"8","16","7","15","1.37","1.24","","13","1.24","1","","7","10","17","13","11","200607","1","0"
4,"10",5,"2007",16,4,"2","24","11","3","1.68","0.63","","22","0.71","2.18","","16","5","5","1","28","200607","0","0"
5,"11",5,"2007",33,5,"5","17","9","12","1.5","1.42","","6","1.42","1.37","","8","7","16","10","15","200607","1","1"
7,"13",5,"2007",13,5,"5","17","9","12","1.5","1.42","","6","1.16","0.76","","14","9","18","14","11","200607","2","1"
7,"13",5,"2007",31,33,"10","15","7","16","1.37","1.42","","8","1.24","1.37","","13","7","15","8","16","200607","3","3"
7,"13",5,"2007",28,32,"7","16","8","14","1.24","1.37","","12","1.08","1.13","","13","17","10","11","11","200607","2","2"
7,"13",5,"2007",11,4,"2","24","11","3","1.68","0.63","","22","0.95","1.37","","14","13","10","6","15","200607","1","1"
7,"13",5,"2007",39,7,"3","20","8","10","1.5","0.71","","20","1.58","0.89","","11","10","20","19","8","200607","2","2"
7,"13",5,"2007",10,16,"1","28","5","5","2.18","0.71","","16","1.55","0.92","","9","5","21","15","12","200607","0","1"
7,"13",5,"2007",14,25,"12","12","10","16","1.16","1.29","","9","1.58","1","","7","15","15","16","8","200607","3","1"
7,"13",5,"2007",20,36,"9","14","12","12","1.18","1.11","","12","0.92","1.66","","12","11","8","4","19","200607","0","0"
7,"13",5,"2007",30,38,"18","10","8","20","0.84","1.45","","9","1.55","0.97","","10","8","20","17","10","200607","1","2"
7,"13",5,"2007",22,6,"20","5","13","20","0.76","1.55","","9","1.24","1","","7","10","17","13","11","200607","1","1"
6,"5",5,"2007",33,22,"13","11","10","17","1","1.24","","7","1.42","1.37","","8","7","16","10","15","200607","0","2"
6,"5",5,"2007",36,11,"6","15","13","10","1.37","0.95","","14","1.11","1.18","","12","12","12","9","14","200607","3","0"
6,"5",5,"2007",16,13,"14","11","9","18","0.76","1.16","","14","0.71","2.18","","16","5","5","1","28","200607","0","1"
6,"5",5,"2007",25,30,"17","10","8","20","0.97","1.55","","10","1.29","1.16","","9","10","16","12","12","200607","0","1"
6,"5",5,"2007",7,14,"16","8","15","15","1","1.58","","7","0.71","1.5","","20","8","10","3","20","200607","1","0"
6,"5",5,"2007",32,10,"15","12","5","21","0.92","1.55","","9","1.37","1.24","","12","8","14","7","16","200607","3","1"
6,"5",5,"2007",6,31,"8","16","7","15","1.37","1.24","","13","1.55","0.76","","9","13","20","20","5","200607","0","2"
7,"6",5,"2007",38,28,"11","11","17","10","1.13","1.08","","13","1.45","0.84","","9","8","20","18","10","200607","3","0"
1,"7",5,"2007",4,20,"4","19","11","8","1.66","0.92","","12","0.63","1.68","","22","11","3","2","24","200607","1","1"
2,"8",5,"2007",5,39,"19","8","10","20","0.89","1.58","","11","1.42","1.5","","6","9","12","5","17","200607","0","2"
6,"11",8,"2007",33,25,"13","10","12","16","1.13","1.39","","8","1.26","1.32","","8","13","10","7","15","200708","1","2"
6,"11",8,"2007",30,11,"5","19","8","11","1.45","0.87","","14","1.34","0.89","","12","10","18","14","10","200708","2","1"
6,"11",8,"2007",36,37,"20","1","8","29","0.53","2.34","","3","1.05","1.26","","16","9","13","8","16","200708","2","2"
6,"11",8,"2007",22,32,"16","9","10","19","0.95","1.42","","12","1.71","1.18","","8","10","17","12","11","200708","1","3"
6,"11",8,"2007",5,23,"15","11","6","21","0.95","1.55","","7","1.61","1.74","","9","13","14","11","11","200708","1","0"
6,"11",8,"2007",13,10,"10","13","10","15","1.11","1.32","","8","1.39","1.18","","11","10","13","9","15","200708","0","2"
7,"12",8,"2007",14,20,"3","24","11","3","1.95","0.82","","15","1.58","1","","7","12","18","17","8","200708","2","1"
7,"12",8,"2007",34,4,"2","25","10","3","1.71","0.68","","21","1.63","1.21","","3","11","19","19","8","200708","3","2"
7,"12",8,"2007",7,28,"6","16","12","10","1.87","1.34","","9","0.74","1.76","","18","13","4","4","21","200708","1","2"
1,"13",8,"2007",31,16,"1","27","6","5","2.11","0.58","","21","1.74","1.08","","8","6","22","18","10","200708","0","0"
15,"15",8,"2007",11,5,"11","11","13","14","1.74","1.61","","9","0.87","1.45","","14","8","11","5","19","200708","1","3"
4,"16",8,"2007",25,30,"14","10","10","18","0.89","1.34","","12","1.39","1.13","","8","12","16","13","10","200708","1","0"
4,"16",8,"2007",4,31,"18","10","6","22","1.08","1.74","","8","0.68","1.71","","21","10","3","2","25","200708","1","2"
4,"16",8,"2007",23,34,"19","8","11","19","1.21","1.63","","3","1.55","0.95","","7","6","21","15","11","200708","2","2"
4,"16",8,"2007",32,14,"17","8","12","18","1","1.58","","7","1.42","0.95","","12","10","19","16","9","200708","2","1"
4,"16",8,"2007",37,13,"9","15","10","13","1.18","1.39","","11","2.34","0.53","","3","8","29","20","1","200708","1","0"
4,"16",8,"2007",16,36,"8","16","9","13","1.26","1.05","","16","0.58","2.11","","21","6","5","1","27","200708","1","1"
6,"18",8,"2007",32,36,"8","16","9","13","1.26","1.05","","16","1.42","0.95","","12","10","19","16","9","200708","3","1"
6,"18",8,"2007",11,31,"18","10","6","22","1.08","1.74","","8","0.87","1.45","","14","8","11","5","19","200708","1","0"
6,"18",8,"2007",23,30,"14","10","10","18","0.89","1.34","","12","1.55","0.95","","7","6","21","15","11","200708","3","0"
6,"18",8,"2007",25,14,"17","8","12","18","1","1.58","","7","1.39","1.13","","8","12","16","13","10","200708","1","2"
6,"18",8,"2007",37,5,"11","11","13","14","1.74","1.61","","9","2.34","0.53","","3","8","29","20","1","200708","4","0"
6,"18",8,"2007",10,34,"19","8","11","19","1.21","1.63","","3","1.32","1.11","","8","10","15","10","13","200708","0","1"
7,"19",8,"2007",28,22,"12","11","10","17","1.18","1.71","","8","1.34","1.87","","9","12","10","6","16","200708","0","0"
7,"19",8,"2007",20,33,"7","15","13","10","1.32","1.26","","8","0.82","1.95","","15","11","3","3","24","200708","1","1"
7,"19",8,"2007",16,13,"9","15","10","13","1.18","1.39","","11","0.58","2.11","","21","6","5","1","27","200708","1","0"
1,"20",8,"2007",4,7,"4","21","13","4","1.76","0.74","","18","0.68","1.71","","21","10","3","2","25","200708","1","1"
6,"25",8,"2007",34,37,"20","1","8","29","0.53","2.34","","3","1.63","1.21","","3","11","19","19","8","200708","1","2"
6,"25",8,"2007",31,32,"16","9","10","19","0.95","1.42","","12","1.74","1.08","","8","6","22","18","10","200708","3","0"
6,"25",8,"2007",13,20,"3","24","11","3","1.95","0.82","","15","1.39","1.18","","11","10","13","9","15","200708","1","0"
6,"25",8,"2007",14,28,"6","16","12","10","1.87","1.34","","9","1.58","1","","7","12","18","17","8","200708","2","1"
6,"25",8,"2007",30,10,"10","13","10","15","1.11","1.32","","8","1.34","0.89","","12","10","18","14","10","200708","1","1"
6,"25",8,"2007",36,4,"2","25","10","3","1.71","0.68","","21","1.05","1.26","","16","9","13","8","16","200708","1","0"
6,"25",8,"2007",7,23,"15","11","6","21","0.95","1.55","","7","0.74","1.76","","18","13","4","4","21","200708","0","2"
7,"26",8,"2007",22,25,"13","10","12","16","1.13","1.39","","8","1.71","1.18","","8","10","17","12","11","200708","2","2"
7,"26",8,"2007",33,11,"5","19","8","11","1.45","0.87","","14","1.26","1.32","","8","13","10","7","15","200708","1","1"
1,"27",8,"2007",5,16,"1","27","6","5","2.11","0.58","","21","1.61","1.74","","9","13","14","11","11","200708","1","0"
6,"1",9,"2007",10,31,"18","10","6","22","1.08","1.74","","8","1.32","1.11","","8","10","15","10","13","200708","0","3"
6,"1",9,"2007",11,32,"16","9","10","19","0.95","1.42","","12","0.87","1.45","","14","8","11","5","19","200708","1","2"
6,"1",9,"2007",5,14,"17","8","12","18","1","1.58","","7","1.61","1.74","","9","13","14","11","11","200708","3","3"
6,"1",9,"2007",37,7,"4","21","13","4","1.76","0.74","","18","2.34","0.53","","3","8","29","20","1","200708","6","0"
6,"1",9,"2007",34,25,"13","10","12","16","1.13","1.39","","8","1.63","1.21","","3","11","19","19","8","200708","2","0"
6,"1",9,"2007",30,22,"12","11","10","17","1.18","1.71","","8","1.34","0.89","","12","10","18","14","10","200708","1","0"
6,"15",9,"2007",7,36,"8","16","9","13","1.26","1.05","","16","0.74","1.76","","18","13","4","4","21","200708","0","0"
6,"15",9,"2007",16,11,"5","19","8","11","1.45","0.87","","14","0.58","2.11","","21","6","5","1","27","200708","0","1"
6,"15",9,"2007",31,23,"15","11","6","21","0.95","1.55","","7","1.74","1.08","","8","6","22","18","10","200708","2","1"
6,"15",9,"2007",32,34,"19","8","11","19","1.21","1.63","","3","1.42","0.95","","12","10","19","16","9","200708","1","0"
6,"15",9,"2007",25,10,"10","13","10","15","1.11","1.32","","8","1.39","1.13","","8","12","16","13","10","200708","3","0"
6,"15",9,"2007",14,30,"14","10","10","18","0.89","1.34","","12","1.58","1","","7","12","18","17","8","200708","1","1"
6,"15",9,"2007",20,5,"11","11","13","14","1.74","1.61","","9","0.82","1.95","","15","11","3","3","24","200708","1","3"
7,"16",9,"2007",33,4,"2","25","10","3","1.71","0.68","","21","1.26","1.32","","8","13","10","7","15","200708","0","0"
1,"17",9,"2007",28,13,"9","15","10","13","1.18","1.39","","11","1.34","1.87","","9","12","10","6","16","200708","1","0"
2,"18",9,"2007",22,37,"20","1","8","29","0.53","2.34","","3","1.71","1.18","","8","10","17","12","11","200708","1","0"
7,"2",9,"2007",36,20,"3","24","11","3","1.95","0.82","","15","1.05","1.26","","16","9","13","8","16","200708","3","1"
7,"2",9,"2007",13,33,"7","15","13","10","1.32","1.26","","8","1.39","1.18","","11","10","13","9","15","200708","1","0"
7,"2",9,"2007",23,16,"1","27","6","5","2.11","0.58","","21","1.55","0.95","","7","6","21","15","11","200708","1","0"
6,"22",9,"2007",37,20,"3","24","11","3","1.95","0.82","","15","2.34","0.53","","3","8","29","20","1","200708","5","0"
6,"22",9,"2007",23,25,"13","10","12","16","1.13","1.39","","8","1.55","0.95","","7","6","21","15","11","200708","2","2"
6,"22",9,"2007",34,7,"4","21","13","4","1.76","0.74","","18","1.63","1.21","","3","11","19","19","8","200708","0","0"
6,"22",9,"2007",30,31,"18","10","6","22","1.08","1.74","","8","1.34","0.89","","12","10","18","14","10","200708","2","1"
7,"23",9,"2007",5,32,"16","9","10","19","0.95","1.42","","12","1.61","1.74","","9","13","14","11","11","200708","1","1"
7,"23",9,"2007",13,14,"17","8","12","18","1","1.58","","7","1.39","1.18","","11","10","13","9","15","200708","3","3"
7,"23",9,"2007",10,22,"12","11","10","17","1.18","1.71","","8","1.32","1.11","","8","10","15","10","13","200708","3","1"
7,"23",9,"2007",11,28,"6","16","12","10","1.87","1.34","","9","0.87","1.45","","14","8","11","5","19","200708","2","0"
7,"23",9,"2007",36,33,"7","15","13","10","1.32","1.26","","8","1.05","1.26","","16","9","13","8","16","200708","0","1"
1,"24",9,"2007",4,16,"1","27","6","5","2.11","0.58","","21","0.68","1.71","","21","10","3","2","25","200708","2","0"
6,"29",9,"2007",22,13,"9","15","10","13","1.18","1.39","","11","1.71","1.18","","8","10","17","12","11","200708","3","1"
6,"29",9,"2007",31,36,"8","16","9","13","1.26","1.05","","16","1.74","1.08","","8","6","22","18","10","200708","7","4"
6,"29",9,"2007",20,10,"10","13","10","15","1.11","1.32","","8","0.82","1.95","","15","11","3","3","24","200708","0","1"
6,"29",9,"2007",32,37,"20","1","8","29","0.53","2.34","","3","1.42","0.95","","12","10","19","16","9","200708","1","1"
6,"29",9,"2007",14,4,"2","25","10","3","1.71","0.68","","21","1.58","1","","7","12","18","17","8","200708","0","0"
6,"29",9,"2007",33,23,"15","11","6","21","0.95","1.55","","7","1.26","1.32","","8","13","10","7","15","200708","1","2"
6,"29",9,"2007",7,30,"14","10","10","18","0.89","1.34","","12","0.74","1.76","","18","13","4","4","21","200708","0","1"
1,"3",9,"2007",4,28,"6","16","12","10","1.87","1.34","","9","0.68","1.71","","21","10","3","2","25","200708","2","0"
7,"30",9,"2007",16,34,"19","8","11","19","1.21","1.63","","3","0.58","2.11","","21","6","5","1","27","200708","0","1"
1,"1",10,"2007",25,11,"5","19","8","11","1.45","0.87","","14","1.39","1.13","","8","12","16","13","10","200708","2","0"
2,"2",10,"2007",28,5,"11","11","13","14","1.74","1.61","","9","1.34","1.87","","9","12","10","6","16","200708","4","4"
6,"20",10,"2007",37,14,"17","8","12","18","1","1.58","","7","2.34","0.53","","3","8","29","20","1","200708","0","0"
6,"20",10,"2007",34,13,"9","15","10","13","1.18","1.39","","11","1.63","1.21","","3","11","19","19","8","200708","1","0"
6,"20",10,"2007",4,25,"13","10","12","16","1.13","1.39","","8","0.68","1.71","","21","10","3","2","25","200708","0","2"
6,"20",10,"2007",36,30,"14","10","10","18","0.89","1.34","","12","1.05","1.26","","16","9","13","8","16","200708","0","2"
6,"20",10,"2007",7,11,"5","19","8","11","1.45","0.87","","14","0.74","1.76","","18","13","4","4","21","200708","1","2"
6,"20",10,"2007",31,33,"7","15","13","10","1.32","1.26","","8","1.74","1.08","","8","6","22","18","10","200708","4","2"
6,"20",10,"2007",32,20,"3","24","11","3","1.95","0.82","","15","1.42","0.95","","12","10","19","16","9","200708","2","0"
7,"21",10,"2007",16,28,"6","16","12","10","1.87","1.34","","9","0.58","2.11","","21","6","5","1","27","200708","1","4"
1,"22",10,"2007",23,10,"10","13","10","15","1.11","1.32","","8","1.55","0.95","","7","6","21","15","11","200708","3","1"
2,"23",10,"2007",5,22,"12","11","10","17","1.18","1.71","","8","1.61","1.74","","9","13","14","11","11","200708","3","1"
6,"27",10,"2007",13,4,"2","25","10","3","1.71","0.68","","21","1.39","1.18","","11","10","13","9","15","200708","6","0"
6,"27",10,"2007",22,31,"18","10","6","22","1.08","1.74","","8","1.71","1.18","","8","10","17","12","11","200708","2","1"
6,"27",10,"2007",30,34,"19","8","11","19","1.21","1.63","","3","1.34","0.89","","12","10","18","14","10","200708","3","2"
6,"27",10,"2007",25,16,"1","27","6","5","2.11","0.58","","21","1.39","1.13","","8","12","16","13","10","200708","4","1"
6,"27",10,"2007",14,23,"15","11","6","21","0.95","1.55","","7","1.58","1","","7","12","18","17","8","200708","1","1"
7,"28",10,"2007",11,37,"20","1","8","29","0.53","2.34","","3","0.87","1.45","","14","8","11","5","19","200708","0","2"
7,"28",10,"2007",28,32,"16","9","10","19","0.95","1.42","","12","1.34","1.87","","9","12","10","6","16","200708","1","1"
7,"28",10,"2007",10,36,"8","16","9","13","1.26","1.05","","16","1.32","1.11","","8","10","15","10","13","200708","0","0"
1,"29",10,"2007",33,5,"11","11","13","14","1.74","1.61","","9","1.26","1.32","","8","13","10","7","15","200708","1","2"
1,"29",10,"2007",20,7,"4","21","13","4","1.76","0.74","","18","0.82","1.95","","15","11","3","3","24","200708","1","1"
6,"6",10,"2007",30,16,"1","27","6","5","2.11","0.58","","21","1.34","0.89","","12","10","18","14","10","200708","4","0"
6,"6",10,"2007",10,28,"6","16","12","10","1.87","1.34","","9","1.32","1.11","","8","10","15","10","13","200708","1","0"
7,"7",10,"2007",34,33,"7","15","13","10","1.32","1.26","","8","1.63","1.21","","3","11","19","19","8","200708","2","1"
7,"7",10,"2007",5,7,"4","21","13","4","1.76","0.74","","18","1.61","1.74","","9","13","14","11","11","200708","2","2"
7,"7",10,"2007",25,13,"9","15","10","13","1.18","1.39","","11","1.39","1.13","","8","12","16","13","10","200708","3","1"
7,"7",10,"2007",11,22,"12","11","10","17","1.18","1.71","","8","0.87","1.45","","14","8","11","5","19","200708","3","2"
7,"7",10,"2007",37,31,"18","10","6","22","1.08","1.74","","8","2.34","0.53","","3","8","29","20","1","200708","1","0"
7,"7",10,"2007",23,20,"3","24","11","3","1.95","0.82","","15","1.55","0.95","","7","6","21","15","11","200708","3","2"
7,"7",10,"2007",4,32,"16","9","10","19","0.95","1.42","","12","0.68","1.71","","21","10","3","2","25","200708","0","1"
1,"8",10,"2007",36,14,"17","8","12","18","1","1.58","","7","1.05","1.26","","16","9","13","8","16","200708","0","2"
6,"10",11,"2007",22,23,"15","11","6","21","0.95","1.55","","7","1.71","1.18","","8","10","17","12","11","200708","1","1"
7,"11",11,"2007",11,4,"2","25","10","3","1.71","0.68","","21","0.87","1.45","","14","8","11","5","19","200708","1","1"
7,"11",11,"2007",28,34,"19","8","11","19","1.21","1.63","","3","1.34","1.87","","9","12","10","6","16","200708","1","2"
7,"11",11,"2007",14,7,"4","21","13","4","1.76","0.74","","18","1.58","1","","7","12","18","17","8","200708","2","0"
7,"11",11,"2007",10,37,"20","1","8","29","0.53","2.34","","3","1.32","1.11","","8","10","15","10","13","200708","0","5"
1,"12",11,"2007",13,36,"8","16","9","13","1.26","1.05","","16","1.39","1.18","","11","10","13","9","15","200708","0","0"
1,"12",11,"2007",25,32,"16","9","10","19","0.95","1.42","","12","1.39","1.13","","8","12","16","13","10","200708","0","0"
1,"12",11,"2007",33,16,"1","27","6","5","2.11","0.58","","21","1.26","1.32","","8","13","10","7","15","200708","2","0"
1,"12",11,"2007",30,5,"11","11","13","14","1.74","1.61","","9","1.34","0.89","","12","10","18","14","10","200708","4","0"
2,"13",11,"2007",20,31,"18","10","6","22","1.08","1.74","","8","0.82","1.95","","15","11","3","3","24","200708","1","3"
6,"24",11,"2007",7,22,"12","11","10","17","1.18","1.71","","8","0.74","1.76","","18","13","4","4","21","200708","0","3"
7,"25",11,"2007",4,37,"20","1","8","29","0.53","2.34","","3","0.68","1.71","","21","10","3","2","25","200708","0","2"
7,"25",11,"2007",30,20,"3","24","11","3","1.95","0.82","","15","1.34","0.89","","12","10","18","14","10","200708","2","0"
7,"25",11,"2007",16,32,"16","9","10","19","0.95","1.42","","12","0.58","2.11","","21","6","5","1","27","200708","1","0"
7,"25",11,"2007",36,34,"19","8","11","19","1.21","1.63","","3","1.05","1.26","","16","9","13","8","16","200708","0","2"
7,"25",11,"2007",5,10,"10","13","10","15","1.11","1.32","","8","1.61","1.74","","9","13","14","11","11","200708","1","1"
7,"25",11,"2007",28,25,"13","10","12","16","1.13","1.39","","8","1.34","1.87","","9","12","10","6","16","200708","0","3"
7,"25",11,"2007",31,13,"9","15","10","13","1.18","1.39","","11","1.74","1.08","","8","6","22","18","10","200708","2","1"
7,"25",11,"2007",23,11,"5","19","8","11","1.45","0.87","","14","1.55","0.95","","7","6","21","15","11","200708","7","1"
1,"26",11,"2007",33,14,"17","8","12","18","1","1.58","","7","1.26","1.32","","8","13","10","7","15","200708","2","2"
4,"29",11,"2007",28,33,"7","15","13","10","1.32","1.26","","8","1.34","1.87","","9","12","10","6","16","200708","0","4"
6,"3",11,"2007",16,20,"3","24","11","3","1.95","0.82","","15","0.58","2.11","","21","6","5","1","27","200708","2","2"
7,"4",11,"2007",34,11,"5","19","8","11","1.45","0.87","","14","1.63","1.21","","3","11","19","19","8","200708","3","1"
7,"4",11,"2007",7,33,"7","15","13","10","1.32","1.26","","8","0.74","1.76","","18","13","4","4","21","200708","0","0"
7,"4",11,"2007",5,25,"13","10","12","16","1.13","1.39","","8","1.61","1.74","","9","13","14","11","11","200708","1","1"
7,"4",11,"2007",37,28,"6","16","12","10","1.87","1.34","","9","2.34","0.53","","3","8","29","20","1","200708","2","0"
7,"4",11,"2007",36,22,"12","11","10","17","1.18","1.71","","8","1.05","1.26","","16","9","13","8","16","200708","1","4"
7,"4",11,"2007",4,30,"14","10","10","18","0.89","1.34","","12","0.68","1.71","","21","10","3","2","25","200708","0","2"
7,"4",11,"2007",31,14,"17","8","12","18","1","1.58","","7","1.74","1.08","","8","6","22","18","10","200708","3","1"
1,"5",11,"2007",32,10,"10","13","10","15","1.11","1.32","","8","1.42","0.95","","12","10","19","16","9","200708","1","1"
2,"6",11,"2007",23,13,"9","15","10","13","1.18","1.39","","11","1.55","0.95","","7","6","21","15","11","200708","1","0"
6,"1",12,"2007",10,4,"2","25","10","3","1.71","0.68","","21","1.32","1.11","","8","10","15","10","13","200708","1","0"
1,"10",12,"2007",13,5,"11","11","13","14","1.74","1.61","","9","1.39","1.18","","11","10","13","9","15","200708","2","1"
1,"10",12,"2007",10,33,"7","15","13","10","1.32","1.26","","8","1.32","1.11","","8","10","15","10","13","200708","0","1"
1,"10",12,"2007",30,32,"16","9","10","19","0.95","1.42","","12","1.34","0.89","","12","10","18","14","10","200708","4","1"
7,"16",12,"2007",31,34,"19","8","11","19","1.21","1.63","","3","1.74","1.08","","8","6","22","18","10","200708","1","1"
7,"16",12,"2007",32,13,"9","15","10","13","1.18","1.39","","11","1.42","0.95","","12","10","19","16","9","200708","4","2"
7,"16",12,"2007",5,36,"8","16","9","13","1.26","1.05","","16","1.61","1.74","","9","13","14","11","11","200708","0","1"
7,"16",12,"2007",11,10,"10","13","10","15","1.11","1.32","","8","0.87","1.45","","14","8","11","5","19","200708","0","2"
7,"16",12,"2007",28,23,"15","11","6","21","0.95","1.55","","7","1.34","1.87","","9","12","10","6","16","200708","1","1"
7,"16",12,"2007",33,30,"14","10","10","18","0.89","1.34","","12","1.26","1.32","","8","13","10","7","15","200708","5","3"
7,"16",12,"2007",25,37,"20","1","8","29","0.53","2.34","","3","1.39","1.13","","8","12","16","13","10","200708","0","1"
7,"16",12,"2007",16,7,"4","21","13","4","1.76","0.74","","18","0.58","2.11","","21","6","5","1","27","200708","0","1"
7,"16",12,"2007",22,14,"17","8","12","18","1","1.58","","7","1.71","1.18","","8","10","17","12","11","200708","0","1"
1,"17",12,"2007",4,20,"3","24","11","3","1.95","0.82","","15","0.68","1.71","","21","10","3","2","25","200708","1","0"
7,"2",12,"2007",13,30,"14","10","10","18","0.89","1.34","","12","1.39","1.18","","11","10","13","9","15","200708","1","1"
7,"2",12,"2007",20,28,"6","16","12","10","1.87","1.34","","9","0.82","1.95","","15","11","3","3","24","200708","1","2"
7,"2",12,"2007",37,23,"15","11","6","21","0.95","1.55","","7","2.34","0.53","","3","8","29","20","1","200708","1","0"
7,"2",12,"2007",11,36,"8","16","9","13","1.26","1.05","","16","0.87","1.45","","14","8","11","5","19","200708","0","0"
7,"2",12,"2007",22,33,"7","15","13","10","1.32","1.26","","8","1.71","1.18","","8","10","17","12","11","200708","3","1"
7,"2",12,"2007",25,31,"18","10","6","22","1.08","1.74","","8","1.39","1.13","","8","12","16","13","10","200708","1","1"
6,"22",12,"2007",5,20,"3","24","11","3","1.95","0.82","","15","1.61","1.74","","9","13","14","11","11","200708","2","1"
7,"23",12,"2007",10,25,"13","10","12","16","1.13","1.39","","8","1.32","1.11","","8","10","15","10","13","200708","1","2"
7,"23",12,"2007",23,31,"18","10","6","22","1.08","1.74","","8","1.55","0.95","","7","6","21","15","11","200708","2","1"
7,"23",12,"2007",37,22,"12","11","10","17","1.18","1.71","","8","2.34","0.53","","3","8","29","20","1","200708","2","2"
7,"23",12,"2007",11,16,"1","27","6","5","2.11","0.58","","21","0.87","1.45","","14","8","11","5","19","200708","2","1"
7,"23",12,"2007",13,28,"6","16","12","10","1.87","1.34","","9","1.39","1.18","","11","10","13","9","15","200708","1","1"
7,"23",12,"2007",34,32,"16","9","10","19","0.95","1.42","","12","1.63","1.21","","3","11","19","19","8","200708","3","0"
7,"23",12,"2007",30,14,"17","8","12","18","1","1.58","","7","1.34","0.89","","12","10","18","14","10","200708","1","1"
7,"23",12,"2007",36,7,"4","21","13","4","1.76","0.74","","18","1.05","1.26","","16","9","13","8","16","200708","4","1"
1,"24",12,"2007",4,33,"7","15","13","10","1.32","1.26","","8","0.68","1.71","","21","10","3","2","25","200708","0","1"
15,"26",12,"2007",14,5,"11","11","13","14","1.74","1.61","","9","1.58","1","","7","12","18","17","8","200708","5","1"
15,"26",12,"2007",31,10,"10","13","10","15","1.11","1.32","","8","1.74","1.08","","8","6","22","18","10","200708","1","1"
15,"26",12,"2007",28,4,"2","25","10","3","1.71","0.68","","21","1.34","1.87","","9","12","10","6","16","200708","4","4"
4,"27",12,"2007",32,11,"5","19","8","11","1.45","0.87","","14","1.42","0.95","","12","10","19","16","9","200708","2","0"
4,"27",12,"2007",16,23,"15","11","6","21","0.95","1.55","","7","0.58","2.11","","21","6","5","1","27","200708","0","4"
4,"27",12,"2007",20,36,"8","16","9","13","1.26","1.05","","16","0.82","1.95","","15","11","3","3","24","200708","0","0"
4,"27",12,"2007",25,34,"19","8","11","19","1.21","1.63","","3","1.39","1.13","","8","12","16","13","10","200708","3","0"
4,"27",12,"2007",22,30,"14","10","10","18","0.89","1.34","","12","1.71","1.18","","8","10","17","12","11","200708","1","0"
4,"27",12,"2007",7,37,"20","1","8","29","0.53","2.34","","3","0.74","1.76","","18","13","4","4","21","200708","1","2"
5,"28",12,"2007",33,13,"9","15","10","13","1.18","1.39","","11","1.26","1.32","","8","13","10","7","15","200708","2","2"
1,"3",12,"2007",32,7,"4","21","13","4","1.76","0.74","","18","1.42","0.95","","12","10","19","16","9","200708","4","0"
1,"3",12,"2007",34,5,"11","11","13","14","1.74","1.61","","9","1.63","1.21","","3","11","19","19","8","200708","2","3"
7,"30",12,"2007",14,34,"19","8","11","19","1.21","1.63","","3","1.58","1","","7","12","18","17","8","200708","1","1"
7,"30",12,"2007",28,30,"14","10","10","18","0.89","1.34","","12","1.34","1.87","","9","12","10","6","16","200708","1","2"
7,"30",12,"2007",16,10,"10","13","10","15","1.11","1.32","","8","0.58","2.11","","21","6","5","1","27","200708","2","1"
7,"30",12,"2007",31,5,"11","11","13","14","1.74","1.61","","9","1.74","1.08","","8","6","22","18","10","200708","6","4"
7,"30",12,"2007",25,36,"8","16","9","13","1.26","1.05","","16","1.39","1.13","","8","12","16","13","10","200708","0","1"
7,"30",12,"2007",22,4,"2","25","10","3","1.71","0.68","","21","1.71","1.18","","8","10","17","12","11","200708","2","1"
7,"30",12,"2007",20,11,"5","19","8","11","1.45","0.87","","14","0.82","1.95","","15","11","3","3","24","200708","1","4"
